2.722134713601631617e-01,8.403047065566728868e-01,1.563384774138102395e-01,5.241860513272187383e-01,-5.709431461429687049e-01,-1.772624458010173321e+00,6.301703390002648675e-01,-1.039272111859344427e+00,-2.600364264219750865e+00,-2.762398220990621489e+00,-4.489634021188340540e+00,-1.902494158469792307e+00,-5.427721332442236424e+00,-4.708436563818718668e+00,-6.146395957841388480e+00,3.810308857559594031e+00,7.599685727376371602e+00,-1.555196041503210225e+00,-7.086458857058039129e+00,-5.416849801290464228e+00,-5.458680886891086992e+00,6.304303467652084159e+00,8.509626384282988454e+00,1.346349412038541971e+00,-5.402732480637137513e+00,-3.493403019800224385e+00,-9.786877141300983851e+00,1.245168026867758115e+01,-7.894387816431721383e+00,3.285675824978718573e+00
3.912244679830537697e-01,5.557891332221650549e-01,7.043950931954785499e-01,9.430409741539451662e-01,-1.366940328670287252e+00,2.830233885918292280e+00,1.439165017528463153e+00,-1.523063018320739426e+00,-4.033048113020262448e+00,-4.494060266999455600e+00,-3.590015567901730265e+00,2.851217706610446712e+00,2.540443460939738163e+00,-3.822538233742807989e+00,-5.276799885102201770e+00,5.014857982625777755e-01,-4.035547919016075014e+00,-7.223051689692532307e+00,-2.083605856102603404e+00,-6.182241529890404763e+00,1.120038857218287554e+00,-7.141916916284902328e+00,-8.691556568471458633e+00,-3.466813557737014495e+00,-4.882582180946546835e+00,4.327428395341820888e+00,1.314052600204049526e+01,-1.281050808177432465e+01,-7.678036868132203097e+00,-8.542070546659248365e+00
3.912244679830537697e-01,7.193430578822058719e-01,-5.929122271116996634e-01,-7.434675020032216475e-01,-1.135182511097801772e+00,2.831862842206474440e+00,-2.247626576107238705e+00,-1.831003592655070733e+00,-3.998795397759500325e+00,-4.476606152348481693e+00,-3.590015567901730265e+00,-4.234159270509825213e+00,5.881705478097760675e-01,3.529341104052116651e-01,-5.383219239018501412e+00,3.238948689267746595e-01,-6.424857187836723327e+00,-5.542058607640676371e+00,3.557786610563284491e+00,-7.303758533471044423e+00,1.120038857218287554e+00,-7.637764173328823070e+00,-8.923656273222547952e+00,1.174122391708860569e+01,-1.017326062400800701e+01,-6.515932914628256967e+00,-2.292253733561262052e+00,-1.281050808177432465e+01,-7.678036868132203097e+00,-9.130871888703344652e+00
2.672946665531663601e-01,9.609718600712982006e-01,5.980270441215782551e-01,-1.272280396602131880e+00,-3.464920769153749247e-01,-2.560187494580937084e+00,-2.607110323685872810e+00,-1.852806617833334890e+00,-2.135502872186541001e-01,-2.761402355540157671e+00,-5.006021893799740496e+00,4.845548836819550509e+00,6.514913673753111034e-01,-3.818185331833815255e+00,2.349560654541599902e+00,-5.738021550754653255e+00,5.075608230675935140e+00,-6.078887980912948130e+00,1.397695012698866091e+00,-2.848657188387384132e+00,-6.107896423017286303e+00,9.443571440562852359e+00,5.753869194097140927e+00,-9.794908112559394198e+00,8.981040928522512345e+00,3.798065944652075920e+00,-3.768392608018106049e+00,-1.285892057298210922e+01,-7.003151328507770224e+00,-6.385102497237955532e-01
4.622918830901610043e-01,-9.649389826119032509e-01,5.482547446866226082e-01,9.682979625316376904e-01,-7.825755208994182865e-01,-1.628284884456260073e+00,3.278387067458704784e+00,3.331648581046234625e+00,4.091061669795740485e+00,7.367203942912241565e-01,-5.420880147778642133e+00,-2.369555982524667481e+00,-3.789696871985059889e-02,-3.859021979009249925e+00,-5.273356224081543253e+00,-4.935662370838186597e+00,2.919461587165806726e+00,-1.628407101476851526e+00,7.986786428726202480e-01,-2.570450938604507574e+00,-6.407229363172945114e+00,-9.351142684960489504e+00,-9.640171684115522055e+00,-1.107600930642440140e+01,-6.162631748165711798e+00,-5.937817859043605040e+00,1.352353852044393179e+00,-1.279428033278066579e+01,-8.144944216927054725e+00,1.415850083472937726e+01
2.711704899514023603e-01,9.846978085400552860e-01,-1.395919060835613124e+00,7.139671844404913426e-01,-5.667230400385145916e-01,-6.592535686766640701e-01,-2.095978052214256149e+00,-1.293573844561949571e+00,-3.467955080572216353e+00,-3.169932698088788303e+00,-5.114248087093914208e+00,-2.060153718096633835e+00,-4.537217254975596248e+00,5.774433827403596453e+00,5.992036449767446982e+00,2.257372402077588269e+00,2.925546159943682945e+00,-7.205026848087536351e+00,-3.946854621282290587e+00,2.904651364857955720e+00,-6.351851669466267225e+00,6.448022265499885108e+00,-6.784492397932116781e+00,3.068406325296797021e+00,-5.794306769009257785e+00,-6.014944921587460414e+00,1.028862371624355632e+01,-1.262349734214527075e+01,1.393783526848184806e+01,2.265326753597594056e+00
-1.426289865168673399e-01,8.926848052926029675e-01,1.382492751115638407e+00,-1.281907817135517824e+00,-2.471472895070120579e+00,2.483831355665145679e+00,5.842055220374922087e-01,3.896092221205075923e+00,-2.558044472973975303e+00,6.421339972157718012e-01,-5.344845285346984554e+00,-2.226218380089343363e+00,2.713181851625216634e+00,-5.120505710776868113e-02,-2.987431240409925692e+00,1.848160927407272558e+00,-4.243969042102113676e+00,7.197829796724537488e+00,-2.044134267196790145e+00,-7.272111056870516954e+00,5.543990337003235069e-02,-5.597267244724780433e+00,-6.941996815532923470e+00,-1.011693532421683805e+01,-5.093700034012847766e+00,-5.618006572814013388e+00,-2.452963281742845503e+00,-6.756330943203110451e+00,-1.332641310639628252e+01,-8.222815726868297759e+00
-4.760889584416420073e-01,-9.586841788610793724e-01,-1.195764396194247237e+00,8.412301632290499764e-01,-7.786907838689086647e-01,-1.065935739496180368e+00,-2.222425991351026475e+00,3.770809758809481771e+00,3.975509773694189786e+00,-3.991046081502931386e+00,-3.258386638974326566e+00,-2.236616648615917136e+00,-7.739451386923779097e-03,5.865665487448934456e+00,-5.380672684576387255e+00,6.770385344813638628e-01,-3.673131335537665798e+00,-1.529007383103283768e+00,6.219454701220413106e+00,-2.541033963415280095e+00,-6.309438678442631954e+00,-7.445146790489484800e+00,8.108812827983030047e+00,1.155881512405489886e+01,-5.437655012613054062e+00,-5.041046372017818022e+00,1.297594856860253998e+00,-9.824458960648643213e+00,1.169411782920354170e+01,-8.385789616901607957e+00
-4.834120545812610192e-01,-9.892254945311399483e-01,-1.320072430395089258e+00,-1.501121642482757590e+00,-2.376856637114566961e+00,2.777440723623571195e+00,-1.959678255892505661e+00,3.739016207219199472e+00,3.718031330935097856e+00,-4.360419014597259668e+00,-3.245161245955173523e+00,-2.375813440857466929e+00,2.455626240157017914e+00,6.275294681075933134e+00,-4.241524743711347689e+00,2.659120199150599717e-02,-3.913139777086307003e+00,4.791696466161285528e+00,4.299850986158679333e+00,-2.891173896425415890e+00,-6.023375356360403998e+00,-8.038766982374795589e+00,6.135364904077816206e+00,1.112458474506915351e+01,-4.863787494500762421e+00,-3.083719490956595699e-01,-6.960857718504052549e+00,-9.685989325130110572e+00,1.225590573379848358e+01,-7.441331498021423130e+00
3.802636482927010397e-01,9.993893809666363204e-01,8.183890298394590479e-01,1.116454071730720088e+00,2.032081440447306875e+00,-1.578824884310988885e+00,3.338457094212761156e+00,-2.078174213949935734e+00,3.959965766334438975e-02,-3.336876623113800289e+00,-4.223110522040047776e+00,-4.156671346717977222e-02,1.859129223877347803e+00,-3.971358678312576718e+00,-5.496637174743936427e+00,1.298629382364561158e-01,2.800077945401469925e+00,-6.704282202870259333e+00,-6.657614128834183909e+00,-5.851654617531931279e+00,-6.746460872952231291e+00,-1.038894560669893430e+01,-7.603840673414078211e+00,5.902698877427349444e+00,-5.655967143768285688e+00,-9.706297124124603215e-01,1.333294249028936207e+01,-9.624025807915325359e+00,-8.194337750263422038e+00,-8.551268343259941673e+00
