1.639353168729764387e-01,2.857121353921519556e-11,5.725784423997661220e-11,1.401004997915293059e-12,2.358210447672096059e-11,4.909886850674338792e-12,3.451819144586345271e-12,6.992044892497997883e-12,2.803620958975909155e-12,3.673466547814236346e-12
8.145779730376054295e-02,5.451553947085097904e-11,5.633723823618726292e-11,2.038372132233370635e-11,4.880829369230225514e-11,6.282734931081142920e-12,2.622337176889858957e-11,2.613140952430773036e-11,1.983235111882525369e-12,7.694538590952434379e-11
1.322790039429194153e-01,3.850685316285600135e-11,5.832764127661546110e-11,6.239942185060024853e-11,1.569162030259822841e-10,6.277059453607489343e-12,3.201351905260963381e-12,1.476407558734623984e-10,2.480992831636309635e-12,2.143640858206872153e-11
1.060474594336144882e-01,1.701655691241715004e-11,2.994322983682567911e-11,2.792876102037126412e-13,1.482052682559403637e-10,3.427840359707575446e-12,1.269427466739239170e-12,1.009561307513327402e-11,1.307371289689685707e-11,2.540216605931834059e-11
1.995855420732508823e-01,5.476207648752169616e-11,2.093057183189610661e-11,6.750643005933669977e-12,4.987402998666249263e-12,1.137278796491848233e-11,2.790570840612692168e-11,7.814963555521932959e-11,8.582419742388206813e-13,2.731642570037681035e-12
1.090264289905476525e-01,3.057783314947040789e-12,3.012539842819325235e-11,4.242486790159414784e-11,4.817138854958592053e-11,9.385432936755644082e-12,8.718244562033752081e-12,2.047938129738122844e-11,1.126492917238248517e-11,1.012786286925226215e-10
1.032738787840932065e-01,3.858962406183301296e-11,1.292515334747537331e-11,1.106710557552728640e-11,2.732435739990706236e-11,9.906229868694620513e-12,4.428640702351582393e-12,1.963574242843687393e-11,2.257667263652704908e-12,2.500828780059447124e-11
2.415687778303544087e-01,5.756037542886654483e-11,2.425528428524318560e-11,1.598563825084505095e-11,5.046878445611098327e-12,1.812365531863702993e-11,3.780428487414206884e-12,2.536049517613940114e-10,1.794228232391788286e-11,1.342723615551277638e-10
1.128195664821130262e-01,1.274535099608618350e-13,4.645828625783204795e-11,6.827273938587269724e-11,2.551686187247431856e-11,1.453096268992797596e-10,3.219009295402423156e-13,3.393125767318542668e-11,8.862705842348744785e-11,3.795103279268039236e-12
4.345206968166093198e-02,1.469031744814215607e-11,2.465623676038378170e-11,7.098654497460401657e-12,1.233739663756981880e-12,5.966154240975947029e-12,2.605480020276113709e-11,3.552563410325760113e-12,1.680985454024053833e-12,2.760890971977721269e-12
