5.316264692305214257e-03,2.702228595676037237e-02,7.493360651331625044e-07,2.716967672275472090e-05,8.873577925741418099e-05,2.047083356321088843e-03,2.414529101435993752e-01,8.929801101845746825e-02,6.087311369344389433e+00,1.087441148525908474e+01,1.513519768952465583e+01,4.699490320675788091e+00,9.482631095231953466e+00,8.395211836307595377e+00,1.214310286996952826e+01,1.490741083312237159e+01,8.997046517588168868e+00,8.257093724661009659e+00,3.122354392983123716e+01,2.208370712380909495e+01,3.755895808488014609e+01,2.270205732102326568e+00,2.468621639046241611e+01,1.751443318351564571e+01,2.162276333347395862e+01,2.561974038927749930e+01,4.580051850757720189e+01,4.218427523961727843e+01
5.945547888972845252e-01,1.128125625047843132e-02,1.311590431026441461e-01,1.423189042329031651e-02,4.877858820947267304e-03,1.087297507361381577e+01,9.501911259073605009e+00,5.779232970823944271e-01,6.281615662459384630e+00,3.989745124100672058e+00,1.442573664449290050e+01,6.018543314939260647e+00,9.567065731065016010e+00,1.051768971946972719e+01,1.138372673705309523e+01,1.167120429105137980e+01,1.029412237521200701e+01,3.089327188410952729e+01,1.516056226872178314e+01,1.457380529400348301e+01,1.378235510204521042e+01,1.401427266095579682e+01,1.633940668791163375e+01,1.929507188699075826e+01,1.581092414187889261e+01,3.725308110718329146e+01,1.890068357059066884e+01,1.978508247914951212e+01
5.048692007358297588e-03,4.483715344998596627e-03,5.866897378778880290e-01,2.760256282664833027e-02,4.178771716870775972e-05,1.160013368816597357e+01,5.925398952741822624e-06,5.765587702169797259e-07,5.606598388032510982e+00,1.070872129918365090e+01,1.440467420331178339e+01,5.543234456655143916e+00,5.710910075092493265e+00,2.234047459706118843e+01,1.238196806706674735e+01,1.167171967926343434e+01,8.594072580702354358e+00,3.252129127812823128e+01,3.789351236141725821e+01,1.679345262957374985e+01,1.283014786075509583e+01,2.257401380848770955e+00,2.450043134909040887e+01,1.931086721877072421e+01,4.147703708712516146e+01,3.811436060354608202e+01,3.696024574109554806e+01,2.268249176500493292e+01
7.553719205357466843e-06,3.774906342404727149e-06,7.060956805111694504e-04,2.252464443105728353e-04,1.157293256817709670e-03,7.846657037183950301e-03,2.597241031551438678e-03,4.770597250985678106e-03,6.162156911107930846e+00,3.127390010362476325e+00,6.838849853615904806e+00,4.439054648508727219e+00,1.528926919652532845e+01,2.232900582028319292e+01,9.877588784509441666e+00,1.199553881715470638e+01,8.477657727397900800e+00,3.100896731209292412e+01,1.504145754330131624e+01,1.677635505699746687e+01,3.391209762577619813e+01,1.810479391123755732e+01,2.478259128658505617e+01,2.040216125198313790e+01,4.172975692847324325e+01,2.911737566418999990e+01,4.018247407485685585e+01,1.985195671008721874e+01
1.827427555938914219e-02,1.875644922593692945e-03,6.143357935317010909e-01,1.675816184177175954e-08,2.702211412651250345e-03,2.383213007295110269e-08,1.331313876327650349e-07,1.486204542429751290e-07,5.644513301460970744e+00,2.755761767057284040e+00,1.451140780658300145e+01,3.042020307404689206e+00,1.161534333403067087e+01,2.141552949306388243e+01,7.449068203978347569e+00,1.200800916935529017e+01,8.445552779588089365e+00,3.105493607371712628e+01,1.523414737954936093e+01,2.872767234341784004e+01,3.999794030408424561e+01,1.881386997142443107e+01,2.484355855383260447e+01,1.979771975466612233e+01,3.644955858630522982e+01,3.713788605910538365e+01,4.018441461272912107e+01,2.057259464441549568e+01
4.270846067319464690e-04,2.962545801653407196e+00,4.463412638470352044e-04,7.699984621269030383e-01,2.068819104792640751e-01,4.523618781436766767e-01,5.826925474206999962e-08,2.352871155982657248e-07,6.195128654451390382e+00,3.176711805668023025e+00,1.444263259976077940e+01,8.296474800481627998e-01,8.014504840147566256e+00,1.935637566809376864e+01,1.244132604599074199e+01,1.110444432775747892e+01,8.440059542615777843e+00,3.413531687386135616e+01,1.523414737954936093e+01,1.361499509100184824e+01,3.855507558724873007e+01,1.639258593863301527e+00,2.484487771070203621e+01,1.797267178291116707e+01,4.022932264377200084e+01,3.759617628435916714e+01,3.997679588754907343e+01,2.279298753229408092e+01
1.426513764709711266e-03,7.737346293661007124e-02,7.124832558981237379e-05,4.141592548970860627e-02,3.399083779851654885e-01,1.102970656652554382e+01,8.769592316154461997e-02,1.253894068907355219e-01,5.543171609586450721e+00,3.232035024638668208e+00,1.451532014316965302e+01,9.481813652348050070e-01,1.216709717267229784e+01,1.788123090625521527e+01,1.199543861954466095e+01,1.169115531636726679e+01,8.586745873129229878e+00,3.141861711231571164e+01,1.555255043236596713e+01,1.202303003634845346e+01,3.790172455188908174e+01,1.535821892012328860e+01,1.621085052778928670e+01,1.878146138222491146e+01,1.853474232948913070e+01,3.657302263277860277e+01,1.926421268956505273e+01,2.016052091839425486e+01
2.506199748543996159e-02,3.493040328414800388e+00,3.107345829626706468e-02,1.139093616103620255e-03,2.953189560221912480e+00,1.117519192502646774e+01,2.105140291656778454e-07,3.047597710750368492e-08,5.566308675485951873e+00,3.198042172091128066e+00,1.419706473925580426e+01,1.040333301194148463e+00,2.693500755322876472e+00,2.107025371169354599e+01,1.243186176019865918e+01,1.195506160515940053e+01,6.144733144856737717e+00,3.435024019983721644e+01,1.866249845600829360e+01,1.338250066599964505e+01,3.708972398911365076e+01,1.531658348470392639e+01,2.713040637257720178e+01,1.350069612550153231e+01,4.020046317673613601e+01,2.381719244349107356e+01,4.252306326626423072e+01,2.067830131354552137e+01
3.295420041468055672e-02,3.477661852440884882e+00,3.373801564833994515e+00,6.824887107944332953e-02,3.020984497796376900e+00,1.144134545305343309e+01,2.436576070587011312e-08,3.047597710750368492e-08,6.163884899251652172e+00,2.460962215397899833e+00,1.529626808372973557e+01,5.585687782122070288e+00,1.048558534785878038e+01,2.183739590684256271e+01,1.213972880948699817e+01,1.120523346818334076e+01,5.922900137671245346e+00,3.411568878281673989e+01,1.316614829972320244e+01,1.406710103883941798e+01,1.592380009460995183e+01,1.531600248241406348e+01,1.611835561998297095e+01,1.748424523949304543e+01,1.647649626347048013e+01,2.819690249871290533e+01,1.889807622400747888e+01,2.068670326218737188e+01
5.562590431810615632e-02,3.686280942509321257e+00,1.891845195761470144e-01,1.590766640159287960e-05,1.697061162143007654e-12,1.078597369455361420e-08,4.701891146694393269e-08,2.390875215834167191e-09,5.586170870993806048e+00,3.186062009671145834e+00,6.269537295062100668e+00,9.412413107943502499e-01,3.704908173905994140e+00,2.186903177228397155e+01,1.367352824079107165e+01,1.170011770346559032e+01,8.444380978830901441e+00,3.107332551556871181e+01,1.842731302862501863e+01,1.540014554363425603e+01,3.617718975603360576e+01,1.822261537357377748e+01,2.484344564010919498e+01,1.597197783116224734e+01,4.002359263708071779e+01,3.719017622937865042e+01,3.564878302151792866e+01,5.146593598683463711e+01
