5.872829317544812078e-01,6.307297555163238201e-02,5.739302544070696843e-01,9.793059634993976914e-01,9.073937708000498148e+00
2.457775248129385748e-01,4.855925108676593660e-01,4.218142862142565397e-01,9.155572158083821188e-01,8.178373774835728582e+00
6.829459180383569139e-01,1.126918526022983591e-01,9.993420963202328533e-01,2.755745573780716273e-01,8.218918226770492552e+00
6.364634158299198319e-02,5.025334372126865068e-01,3.567199582661558788e-01,8.669643671531022111e-01,8.467367268478589892e+00
5.915803939639933118e-01,9.941989506711350622e-01,8.989120949018570839e-01,2.490647441019484473e-02,7.811796469914200181e+00
2.206081286744864256e-01,9.559041909802656889e-01,4.350927200576267806e-01,4.323831774884228096e-01,8.752072043707965321e+00
4.840334024357627052e-01,1.664945442105836282e-02,5.914422818245551605e-01,9.644028348134467965e-01,8.990739916141741617e+00
9.897909007605909526e-01,8.130193115212607236e-01,2.247612469314763661e-02,2.992724995488272866e-01,7.346976960741988805e+00
2.371649691437166529e-02,5.600176158821718042e-03,5.566800965783581523e-01,2.485090585983262823e-02,1.254416190590608160e+01
7.701188751355878548e-01,8.695300905886437226e-01,5.183485376849792381e-01,5.111389519963147610e-01,7.338249977699629056e+00
2.791291347012872515e-01,1.315584265629826111e-01,9.822676342020301155e-01,1.814996833911289298e-01,8.140544512069586958e+00
7.367782776933140543e-02,3.412510465758695211e-01,2.915586065155568729e-01,5.233617845531437496e-01,9.862889467665461041e+00
9.609952124601406354e-02,1.164768183819187564e-01,8.425941901982098026e-02,7.506550454146432294e-01,8.481806360839478032e+00
6.635509971430646470e-01,1.954083741345413183e-01,2.595568200955576943e-01,4.126726291142676084e-01,8.868254866085381494e+00
9.855686012409631269e-01,6.806890008378656542e-01,5.535228592233791822e-01,4.868761535995999590e-02,8.581104500576335781e+00
7.095138094405288864e-01,5.783667753073753470e-01,6.343419683534652354e-01,9.629886426943565780e-01,7.348345230890221735e+00
4.528347921924792407e-01,2.942379373433011702e-01,2.078626651274083637e-01,8.366454116759164568e-05,1.152954162689330531e+01
5.404941270346463877e-03,3.886175473690233195e-01,5.250892395935004009e-01,7.033219632641476982e-02,1.066383159774792588e+01
7.929652614919161513e-01,8.212734386669795494e-01,2.351234642320707835e-01,6.416130851708612415e-01,6.483206558265840691e+00
5.897838115908093926e-01,9.541109186963887545e-01,7.566094776272005440e-01,4.301785179881053023e-01,7.771804247494981333e+00
1.686008975351524497e-01,1.768876579823047690e-02,3.966934369590388032e-01,4.776531217447244071e-01,1.006125317413451370e+01
3.780515648158074837e-01,6.438552139292119669e-01,2.332734368144041559e-01,5.590205318309677818e-01,9.205654244924851071e+00
3.758666229527369840e-01,1.297331340137537481e-01,6.622179829822418817e-01,7.014102427985446919e-03,9.256870221104438912e+00
4.077360678929814464e-01,4.499442547966017170e-01,1.142985705626826387e-01,1.884586433430105734e-01,1.008269227353257236e+01
9.864858114441873438e-01,2.521540674546887684e-01,9.133313341442210742e-01,6.832302756147715650e-01,6.593241670466920112e+00
1.110387397286344280e-02,4.150213193876656215e-01,3.381452277057821476e-01,3.457115195478795422e-01,1.005563832789823309e+01
9.853992822957323705e-01,6.051307592698100812e-01,6.550924869694806363e-01,3.475787688631126748e-02,8.480779352861965492e+00
3.879171005242325609e-01,6.050706035382485970e-02,2.354280155062651314e-01,5.788036181962602500e-01,9.587804813587720076e+00
3.780515648158074837e-01,6.438552139292119669e-01,2.330108363582835962e-01,5.877847171590238062e-01,9.145156120554656098e+00
6.635509971430646470e-01,1.950071125862462840e-01,2.595568200955576943e-01,4.222464778097261284e-01,9.000105110004975373e+00
