1.855531106433180977e+00,1.130639660443431715e+01,6.267189212034391943e+01,2.786564036877328476e+01,5.775134474996709599e+01
5.969667941063945271e+00,1.785967502073084390e+01,3.815133721719411142e+01,1.680383534401049772e+01,3.494392604616535891e+01
9.500606449792510233e-01,2.702354572941052169e+01,2.203481953091289824e+01,2.702366959581332040e+01,6.875138821175944770e+01
1.975895096859944022e+00,1.919731415124790175e+01,1.192075574997230270e+01,9.870691481750664309e+01,1.551477740245959502e+01
2.848381719006955581e+00,5.862236099036044479e+00,4.713767650750641991e+01,1.660684571588724978e+01,1.382403106230466960e+02
7.700096008919915525e-02,2.085857572890467182e+01,2.693579774483010425e+01,6.541375876417035329e+01,4.536353102299087681e+01
4.898902647461463644e+00,9.504598119607003071e+00,1.005059987236777452e+01,5.553230948260395650e+01,7.674167276148392602e+01
5.358896998589004923e+00,8.883850115361225264e+00,3.191862182750520915e+01,4.772140473236908775e+01,2.077224217104090442e+01
4.778446709070371057e+00,1.084758716859948180e+01,3.620672314380027501e+01,9.001389758370764582e+01,6.196486133173668698e+00
2.745712835963842746e+00,1.559994733769916131e+01,2.333955932720716220e+00,1.038809037774725539e+02,2.559954289155651486e-01
5.617711552591301283e-01,7.225117755307242540e+00,3.918071498839411504e+01,4.289918824636607120e+00,1.445864390339123133e+02
5.507694214118243892e+00,2.050317802860123351e+01,3.979756493516583049e+01,1.125392310019114994e+00,7.193130124310324902e+01
1.705525898280624508e+00,5.509562782094976630e-01,2.116294795827832331e+01,5.555678107602020788e+01,7.922916461848552672e+01
4.608706799561223200e+00,1.028096988967289782e+01,3.869251931590747517e+01,7.590784917490240957e+01,6.770063453745123638e+00
9.195012089869347705e-01,1.676099152519259405e+01,5.493899425523011359e+01,2.132553089389037027e+01,5.672302462938505130e+01
3.501937913084124165e+00,1.155473469990609914e+01,1.827290274908432366e+01,6.001813496529718606e+01,1.217338635522892787e+02
4.558314030208943990e+00,1.381882053969233937e+01,1.713308839221214797e+01,1.503988191346943992e+01,9.713426498908155793e+01
2.749773159947410672e+00,1.562391192642493998e+01,1.093949586764457038e+01,5.517862703355343967e+01,6.562533544324129775e-02
3.069892082622526885e+00,1.933324104090990758e+01,5.019786519545339587e+01,1.101794420548167608e+01,6.909001520113594097e+01
1.703438982213650865e-01,2.510164470590181907e+01,2.387992069893039115e+01,2.738207422647817779e+01,6.465171500626320267e+01
1.034375257130788039e+00,2.250280727959864535e+01,2.638800220394714913e+01,3.069762167840657696e+01,4.565835344625566705e+01
1.873066666287835247e+00,1.983404781845845122e+01,1.634873769964873547e-01,5.863120179921633285e-02,9.866401568528002031e+01
3.237968775444110214e+00,3.801015222160998963e+00,3.504910634595854191e+01,1.254906727554740442e+01,1.138122021794955856e+02
2.285594304595297555e+00,9.843600730887583694e+00,1.661026125841189227e+01,1.024983424537714427e+02,5.486532255994357143e+01
1.160600882885805873e+00,1.681029854690640946e+01,4.341588635625428338e+01,7.043997886535601083e+01,5.097034154778832971e+01
7.112186219854180758e-01,2.698741331896231443e+01,2.073219465830598551e+01,2.705057175839169403e+01,6.565797362763451872e+01
4.624519068114710585e+00,9.470295308994845840e+00,3.799493790761002288e+01,8.630570459283850937e+01,6.848970020831834926e-01
3.459053821604507473e+00,8.472239568515302466e+00,2.859947080766675143e+01,1.744406180884933988e-01,1.325701380107418004e+02
5.071167407834709095e+00,1.200155133532289220e+01,2.737007670015859162e+01,3.744054813174211205e+01,3.581532342832444016e+01
5.818496433489561248e+00,1.265278537434109118e+01,4.014020958051960264e+01,1.917242660035814561e+00,5.285620444837248755e+01
