7.594640904608950249e-01,8.860013282841038285e-01,9.264461146575354578e-01,8.451997841334334062e-05,1.265940441049717979e-01
2.166590068415635617e+00,3.659878498549835879e-02,4.309399541955979268e-02,7.710461688814370569e-06,7.530802894843358769e-03
1.149336817805038519e-01,2.957526395844706007e-05,1.921066489016935996e+00,8.852986721229171572e-05,7.188325274813788246e-01
8.363140318502862555e-09,7.060283888006152215e-04,1.013693834278348372e-06,1.630680099689583384e+00,6.519994989876040647e-02
1.788999911437914481e+00,5.031391884986569779e-03,6.536120781704042315e-01,8.761742946524115911e-05,3.449441902525899883e-01
4.898074918927453059e-01,4.139470641423892983e-01,4.945000931912775233e-01,1.000328219605587238e-01,9.499549331564809407e-01
5.856662751590984151e-01,3.121398149639571518e-01,1.315055451370428230e-01,6.759926701970718765e-01,8.093414902400772881e-01
2.044266699774032858e+00,3.806288248813546708e-04,9.199982598209379813e-04,6.653219619722582426e-03,2.034696353507139122e-01
6.014631309670066539e-01,2.649382911904454296e-01,2.071266155977970203e-01,6.618198146602283227e-01,8.860308210245252392e-01
1.094855629373738148e+00,3.864250440993678010e-02,2.719385984844913031e-03,1.825752945140011185e-01,9.598365160685691233e-01
6.353068246068225818e-04,2.269614223786853291e+00,1.206033187757445406e-04,5.320682629471498726e-02,1.075260918036000102e-01
5.929653828531123707e-04,5.936028153527631024e-02,1.463288999506061172e+00,1.142225248561764021e-04,4.239429086509631239e-01
3.650437358004747224e-01,3.573120003436030534e-01,2.251812322539329947e-01,7.460362353581900807e-01,7.087842252620335515e-01
6.396350155261810869e-04,2.285076553630264851e+00,1.214249598615186996e-04,5.305542840009631889e-02,1.345830223159344974e-01
7.866780188139146368e-01,2.862568833382378997e-01,3.774643802063074594e-01,7.909888325474667692e-01,1.354586941808442156e-02
8.104583389870970711e-01,7.877411003834109415e-01,4.146744065060798401e-01,1.244618848993085392e-01,9.938176138991378084e-02
5.916771959618468168e-06,1.792653432848777263e-06,7.767721145243308646e-06,1.374426895557654849e+00,6.305911100358539689e-02
1.444501904641567192e-01,5.173230126512863292e-01,8.139687897053167198e-01,5.617781322005667155e-01,3.063678609481582660e-01
2.929312220020070998e-07,1.345986922580524340e-10,3.908430544545631047e-02,1.915482823151854364e+00,1.733565233338085786e-04
7.662073054762820511e-05,3.520638756457549615e-08,1.710311200748950933e+00,1.169084356481805864e+00,2.790859432654042502e-03
2.003057409767373389e-04,1.196832025318676163e+00,9.672082826251503507e-01,1.571097870161867749e-01,3.176937531766898387e-02
1.166790193105686768e+00,3.046292962187058251e-02,4.726651974258841982e-01,1.859257990932829119e-02,2.377901408432047184e-02
1.010137996814046035e+00,7.894476355792283406e-02,7.361147411547626085e-01,6.691921870229450287e-02,1.313683704209427615e-02
1.859267532192430794e+00,2.355043447341573313e-03,5.677628674605313952e-01,1.960638635698581239e-03,3.323088587495635557e-04
2.718033749667953653e-05,1.916711123862236299e+00,1.565117671022338008e-01,2.412237144986981423e-03,1.320820369794557109e-02
1.260787881989401615e+00,7.346846946739510548e-04,2.925801574732753802e-05,9.452077546798498542e-01,5.896307815263862606e-01
