2.120516144895703281e-01,4.876599805924461961e-01
8.315329828837676462e-01,-5.952943136543759062e-01
8.302170508557112916e-01,-5.738761847213323941e-01
8.299354118909773037e-01,-5.660646402996081239e-01
8.256263378822189525e-01,-4.849467475679956618e-01
4.328544112200712890e-01,-8.944708366114828557e-03
6.301372396683376786e-01,-2.887194816961130006e-01
8.256130888248425226e-01,-4.842605877082326593e-01
8.357592204727563034e-01,-6.576335690139689660e-01
8.245950150419956159e-01,-4.680915519098660105e-01
4.407782055308185898e-01,-6.891649015819395485e-02
8.407746312739369232e-01,-7.088453692721696786e-01
4.358474215306701316e-01,-3.514887509298876556e-02
2.056319278465695843e-01,5.334261340865822376e-01
4.414189474025878024e-01,-7.209287935521110913e-02
4.102686621303377468e-01,2.440511765477840767e-01
4.242018107592490650e-01,8.485728792802903209e-02
8.264609192824355910e-01,-5.069265611309160535e-01
2.104078443170574186e-01,4.963837623316079695e-01
8.297775819468791170e-01,-5.658722283822076315e-01
4.192764234054338068e-01,1.304301043826056883e-01
6.390041946686579877e-01,-3.877442789314956562e-01
1.923363167625512515e-01,6.202075412103847940e-01
6.208522943051665299e-01,-1.515196575538069190e-01
8.260852178503040877e-01,-5.014456563241536102e-01
2.293393494517386444e-01,3.546491217539358143e-01
2.417093380367941191e-01,2.894589653945818797e-01
3.942075556591906338e-02,7.821339045970560067e-01
4.158693578372411048e-01,1.676018826962046016e-01
8.329346413776081981e-01,-6.171519721178978513e-01
6.332896633438618306e-01,-3.247024040274238410e-01
8.259907526991682181e-01,-5.011579784795047177e-01
6.382942163857834306e-01,-3.821861778795962450e-01
6.243065966607050932e-01,-2.098113361655631059e-01
2.239435609394632709e-01,3.931228542438619522e-01
8.414622916766880678e-01,-7.167399308486142040e-01
2.330455697084968802e-01,3.284880172011466759e-01
8.290876627774286245e-01,-5.545069321534180640e-01
2.328590034252832064e-01,3.297995568322258375e-01
2.151690776940825278e-01,4.614709055219018974e-01
1.090262295804084181e-04,1.012952843858903940e+00
7.346808162477222459e-02,6.967526566513821962e-01
4.180731366474293997e-02,7.720863991944194593e-01
