9.909752820643287219e-01,1.675177183739108696e-04,3.322757765373829386e-04,4.802535076914711820e-01,9.914257157887421679e-01,8.742482389394568010e-03,3.777372505693162297e-01,5.043131221816038456e-01,9.074422102437758042e-01
9.953909573863589655e-01,9.999994327605477018e-01,2.571763348005590144e-02,7.262111004950333459e-01,4.963144792336874334e-01,3.047917799281954498e-01,8.693638577066231665e-03,1.002311093660714220e-01,6.158855490895189799e-01
9.943861491072972791e-01,1.675177183739108696e-04,3.322757765373829386e-04,9.982549814843462155e-01,9.849510029468268035e-01,2.959439018620635409e-01,2.082850455966091252e-01,8.329208078219837996e-02,9.170429012419200054e-01
9.999945751861755161e-01,9.991126623372238447e-01,1.361408292693337407e-01,9.079553248554499412e-01,6.061235975496086503e-01,3.163660237391713315e-01,1.054225691295296308e-02,6.075484992514872395e-01,7.835869580557475178e-01
9.999993155238325881e-01,9.991126623372238447e-01,1.361408292693337407e-01,9.079553248554499412e-01,6.061235975496086503e-01,3.163660237391713315e-01,1.054225691295296308e-02,6.075484992514872395e-01,7.835869580557475178e-01
9.999993155238325881e-01,9.991126623372238447e-01,1.336266358291376133e-01,8.838778134764507799e-02,6.061235975496086503e-01,3.177166298395657229e-01,1.054225691295296308e-02,6.075484992514872395e-01,7.835869580557475178e-01
9.999218835872724087e-01,9.999678451803003520e-01,9.999505515276068124e-01,2.082614266466401576e-01,9.941158203111859493e-01,1.428785736187514477e-01,2.483618896099373807e-02,6.177275095512111402e-01,9.826793451173873040e-01
9.997620390209835950e-01,9.998362639263193019e-01,4.277120327186560863e-04,3.598996347577752830e-02,5.141420300140455701e-01,1.432916568696596948e-01,2.261047962631742292e-01,2.193938844395036392e-01,8.741802325947629626e-01
9.997250788954457068e-01,9.999678451803003520e-01,9.999953137319393948e-01,1.880192970429002131e-01,9.359095453542178866e-01,1.605424135577081524e-01,8.120136559996712911e-02,8.700017459338087455e-01,9.978241150072604260e-01
9.817239657771585915e-01,8.999782049179307908e-01,2.528363060784609060e-04,1.103806823630867212e-01,5.081285763105571895e-01,1.952609038494541871e-01,1.886431555257163106e-01,1.019649996753192456e-01,7.969611679731112286e-01
9.999993462724290350e-01,9.991126623372238447e-01,1.361408292693337407e-01,9.079553248554499412e-01,6.017751828463228092e-01,3.172939806260721696e-01,1.054225691295296308e-02,6.075484992514872395e-01,9.859524373872073921e-01
9.783212464959858412e-01,9.992819030169615147e-01,9.999944726819989249e-01,6.544247971431950139e-01,5.056736814708752137e-01,2.197995323498757314e-01,8.923352320576992680e-01,8.873991358261512641e-01,4.116680569676038903e-01
9.996663090877835334e-01,9.997022073347923143e-01,1.085880761458879462e-05,9.820113347097119139e-01,9.919638875884247975e-01,1.593582791526984288e-01,1.758318892211311324e-01,1.150593144426619585e-01,8.829110442649279467e-01
9.999993462724290350e-01,9.974555188999703059e-01,1.380771464326592257e-01,9.094319585745420653e-01,5.976951442722345798e-01,4.102516358634314408e-01,9.541086427236222800e-03,6.075484992514872395e-01,9.875051703360649968e-01
9.999950021701782266e-01,9.941157734016992098e-01,3.811520813776292371e-02,9.998328738313803088e-01,4.871395604759849451e-01,1.161905690502514910e-01,8.961165540110090921e-01,1.435519995647953628e-01,4.053016130852021837e-01
9.999995603234564934e-01,2.644313671988807180e-03,9.991963720328211895e-01,9.991725613824709029e-01,5.954473762792692471e-01,2.207530465589963298e-01,8.941988588932185678e-02,5.995895806603097622e-01,8.324965914679017809e-01
9.942535438051782748e-01,4.949018865116419086e-01,9.999953137319393948e-01,9.996793810360120602e-01,6.304405892002032941e-01,2.003791966926044832e-01,8.029171483009989174e-01,6.040855353332414968e-01,8.992733368307730402e-01
9.998996258642488533e-01,9.999657604778355857e-01,3.702936088810449000e-03,6.520393261597423606e-03,5.683035474626422223e-01,8.164692035494089395e-02,7.773712571132057603e-02,5.976140672381509145e-01,8.109039557732466985e-01
9.991094232759556437e-01,9.999999555519879513e-01,9.973166818747993823e-01,6.712771213838911732e-01,5.056700599181636058e-01,1.493523251836012533e-01,8.908800231554090399e-01,3.146136903870723200e-01,4.693429444908215342e-01
9.692736287169840814e-01,9.998751185066345748e-01,9.998960581181919327e-01,9.991754181501196763e-01,7.639859513285011117e-01,7.023802124149749471e-01,8.713529055283111280e-01,1.044775661109329651e-01,8.065331658555567884e-01
9.999997841694996392e-01,9.999815622008391136e-01,2.090797859271130710e-01,1.796633756527063475e-01,3.959700149919598289e-01,4.092080685782200633e-01,1.834290319070552844e-01,1.329863701848349733e-01,9.905249315730801918e-01
9.994916113432974480e-01,9.999882516207039274e-01,9.999847807223036789e-01,6.629323416328732899e-01,8.370956883767370904e-01,2.783464762595131980e-01,8.767687820746739025e-01,6.937939814298823560e-01,8.964962499507224125e-01
9.999993462724290350e-01,9.150618996032032770e-01,2.059184551325188295e-01,9.094319585745420653e-01,5.976951442722345798e-01,4.102516358634314408e-01,9.541086427236222800e-03,1.005777292613455609e-01,4.033608985044495054e-01
9.999866753550716858e-01,1.182769499678349226e-06,9.958633900519210380e-01,4.873526772627282400e-01,9.799008778431554934e-01,7.174717513204983410e-01,2.208225412808127730e-02,2.598047796129123732e-01,8.510906751866410547e-01
