3.985148521045678294e-02,6.385380231543562601e-01,3.723419874688493891e-03,9.725496141266118943e-01,5.201564462729589555e-03,3.198239584742344072e-02,9.941032353502895491e-01,9.711145154903567667e-01,9.937869720929837225e-01,4.644020000682954133e-03,9.957742186267675155e-01,3.866837370576523599e-03,9.947444428790740423e-01,4.511051829905823873e-02
7.412029581061468919e-01,4.719616417351224155e-06,1.649407874363617577e-02,6.085792844766974019e-01,5.599148015908442938e-02,1.427071849445760501e-02,9.862688680390299112e-01,9.302183422350832620e-01,9.484756315242883762e-01,3.268307019100892552e-03,9.672569862831379428e-01,4.221795737472868598e-02,8.954433568901998264e-01,1.920344320463857057e-02
7.276759713931157947e-06,5.238204479819369430e-01,4.060698145566382644e-01,6.103940025604380759e-01,3.011463841074011466e-02,1.207418833488166782e-01,9.471922045750976737e-01,9.861611342605263175e-01,8.906973168626997062e-01,7.303096557224320051e-02,9.950203179403769305e-01,2.630764211306424460e-03,9.206909271947595341e-01,5.796892646199389848e-02
7.350707967054338488e-01,9.999887546684365081e-01,9.915913310500453770e-01,5.847167521479124108e-06,1.734541734362030074e-02,4.622507512496761700e-04,9.839743193172035829e-01,9.917367612274921029e-01,9.942704573892908737e-01,9.513550038003832678e-04,9.230423020673274026e-01,4.341821927488490052e-02,9.998082380384353263e-01,7.014071900954158001e-02
2.766481469942095872e-01,1.417308470341142046e-01,9.759154880302808865e-02,7.348896597008733877e-01,6.377277695689478887e-03,1.954329331384125831e-02,9.931640335174869438e-01,9.906488950945705474e-01,9.984546434678063243e-01,3.208689015051359276e-03,9.646756419381681269e-01,3.056262625694779536e-03,9.909610911940778255e-01,2.497031769009667827e-03
1.797403267113830139e-01,1.013604450978273230e-01,3.474645427788058405e-01,5.273394266396814745e-01,6.975668921410743684e-03,2.437207479769862989e-02,9.986872368739895256e-01,9.842225078946554850e-01,9.837870358892512046e-01,6.623562261485922698e-04,9.943305994985226492e-01,4.696866376684517841e-03,9.979161525610135142e-01,4.722414306405305073e-02
1.805003840348327615e-01,2.892386490774530028e-01,3.611024137673563561e-01,7.384478706697178430e-01,8.524034224484958178e-03,3.364613931452817980e-02,9.977241585674732072e-01,9.946748891091490297e-01,9.764901748926768654e-01,4.112996566194685594e-02,9.655434184075833981e-01,1.920587221663281122e-02,9.991557397513431971e-01,2.669296536265519659e-03
1.762794132762876553e-01,2.892386490774530028e-01,3.611024137673563561e-01,4.365170210716252663e-01,1.245479343749258949e-03,3.309754353097169727e-02,9.977241585674732072e-01,9.994825191698251121e-01,9.764901748926768654e-01,3.499357630317462969e-03,9.946075711941670949e-01,1.655639826821159177e-02,9.964826498750515293e-01,2.776687879043653745e-03
2.413307477190286265e-01,2.666711618454029042e-01,4.133026037952785559e-01,5.904573493656732897e-01,3.156354194555462123e-02,1.963069052667645864e-04,9.909676991909118771e-01,9.809538079917308195e-01,9.962652582509121668e-01,2.891518893296765157e-03,9.871387071850197259e-01,4.317228637950919906e-02,9.914180449020814079e-01,4.803814551533173299e-03
5.828158265826284268e-01,4.764048404299576767e-01,1.201607001209536452e-01,3.594041806929390015e-01,1.485421554442494527e-03,7.306818212654553335e-04,9.993609876650387802e-01,9.905875073445093992e-01,9.750854234639716456e-01,1.468535388282831214e-02,9.963871274810369716e-01,5.786776262948494128e-03,9.969869258822828817e-01,1.330204374723579705e-02
