4.168143746446340003e-01,1.647879658399391267e-01
6.255354430565560619e-01,-2.196105778998863056e-01
1.914730343016815273e-01,6.297665718976509508e-01
6.208499328694362385e-01,-1.506860897877964345e-01
2.223698051893971961e-01,4.013871524020937720e-01
2.383293486731994093e-01,3.078946053608002664e-01
1.936519483149447829e-01,6.152897866210036426e-01
6.430086488680034629e-01,-4.141031012132836975e-01
2.056648447020545667e-01,5.261354392206447628e-01
6.351246910874807083e-01,-3.535935655056436366e-01
2.142796947351033598e-01,4.617071553985586663e-01
2.824338682292232283e-03,9.681747608570832053e-01
4.342250162092903265e-01,-2.729685545529814128e-02
5.027851684235931651e-02,7.401279478195343930e-01
4.776748449906476068e-02,7.524867980552749636e-01
6.379399601033962641e-01,-3.796583341521884147e-01
4.193498824947994308e-01,1.276541181259113478e-01
6.323740263372303883e-01,-3.235734505196100064e-01
2.188442087375272183e-01,4.211031228510963564e-01
4.464001190084745246e-03,9.554295311873919339e-01
2.266666658334699214e-01,3.757609990905690922e-01
2.911833670171029564e-02,8.229137396731208698e-01
1.826669480206509211e-01,6.780914772241150024e-01
1.875226195420353625e-01,6.520900047235307362e-01
4.177658109471223957e-01,1.482633915923801393e-01
3.914826420028649778e-02,7.821319158587619613e-01
5.647005031156817484e-02,7.217832866918996171e-01
1.062697189224221656e-02,9.094503674953499095e-01
6.176447731213569048e-02,7.048999487266890407e-01
4.276140063805737856e-01,3.424907000263910373e-02
2.650523270133474385e-02,8.359397483672534879e-01
2.464348679608180381e-01,2.691858517114399385e-01
6.311611813001529736e-01,-3.009328330203790425e-01
6.267839411025826202e-01,-2.471057638767238107e-01
1.366587107352737473e-02,8.920303344036588644e-01
1.796117672830870038e-02,8.717160989265210214e-01
4.094577288081129307e-01,2.484888168968285294e-01
6.218877843615198131e-01,-1.730384353935848496e-01
2.514786617171306804e-01,2.608932280825668748e-01
2.118496661602704001e-01,4.774259702493610091e-01
2.022441790900031122e-01,5.516686458918044211e-01
4.483658916188325572e-01,-1.046120953706914797e-01
4.410423956206782070e-01,-7.879475369946996322e-02
4.147707745909202104e-01,1.829628519285930732e-01
4.330545711228037803e-02,7.618752830414771138e-01
2.564418894950777350e-01,2.509426888138304723e-01
2.431454985460530516e-01,2.798764516399471214e-01
4.361065553730752442e-01,-4.669692089979635835e-02
4.390991490808503483e-01,-6.575475744965926517e-02
6.282937897178603182e-01,-2.730427775853114802e-01
6.237547894611473742e-01,-2.045963143883710311e-01
4.202730714402491685e-01,1.149700921213787780e-01
4.311965063723248726e-01,-3.783457228396344425e-03
4.296165055224887008e-01,1.304501746552515912e-02
1.968338900455309792e-01,5.877205822140264546e-01
2.334639934972657094e-01,3.295855863132614028e-01
6.114280174402391549e-04,9.898851732103445267e-01
6.199102734388173275e-03,9.346405858514053033e-01
6.517889728080602518e-01,-4.501364007498336872e-01
8.319919343823865832e-02,6.786471752114100475e-01
6.464628863411840953e-01,-4.302538618039205010e-01
7.622723269008413460e-02,6.827035689493348158e-01
2.034348640652230977e-02,8.572434021250370240e-01
1.995732723778144146e-01,5.710120838766018503e-01
4.111063180626827185e-01,2.272231556726826418e-01
2.155779142197670195e-01,4.478234332742444535e-01
3.261475861254015118e-02,8.047943973205041734e-01
4.454567178863796384e-01,-9.170043289275130183e-02
4.535256248129812540e-01,-1.174947141259985589e-01
2.398816896549414990e-01,2.967806364801973129e-01
4.218854230931166072e-01,9.407583860885142257e-02
6.834141640759511249e-02,6.956421069567623183e-01
6.192506841055914757e-01,-1.304026884608420478e-01
2.283171586106523265e-01,3.561603911879061557e-01
6.401900409721180685e-01,-4.022012859000598239e-01
5.437055477102806255e-06,1.010106629987824078e+00
4.131739179532046280e-01,2.017251285635758007e-01
4.241983428064859396e-01,6.392129816143939103e-02
2.082830322813307988e-01,5.061458289117201081e-01
2.311953074073088144e-01,3.465244184566933505e-01
