9.993340798522794000e-01,2.524685663616282882e-02
3.551166867919692785e-17,1.014951285517621260e+00
6.008374332569847986e-01,6.530059996993657911e-01
5.599650200946909573e-02,1.007138110424647071e+00
5.686049448005044971e-01,6.958578246163604764e-01
9.931779444349020380e-02,1.005908717844155253e+00
9.571393713260526459e-01,1.041812746581232269e-01
9.431945810931310348e-01,1.346981264595061567e-01
7.769289757636194116e-01,4.150382049351160063e-01
7.727746962260785279e-01,4.590872399272309945e-01
5.224419951438843412e-01,7.476138646899306295e-01
7.236870065573076660e-01,4.962942647112174588e-01
7.388502133415575379e-01,4.755251503221357146e-01
2.815736910290666736e-04,1.009856713017387886e+00
9.357630789973788721e-01,1.550107993474099388e-01
3.881979953644232317e-01,8.612437278920079819e-01
4.041028352922944600e-01,8.490299737142591452e-01
8.198851001589739784e-01,3.511261274986567926e-01
6.264407089432502129e-01,6.273783606006371194e-01
2.495465640205980495e-01,9.513629221298209870e-01
9.811738856107167228e-01,6.171879642829475321e-02
5.469490235004692558e-01,7.313180713492880569e-01
9.195869644519449881e-01,1.728834053332380938e-01
8.063381071696201774e-01,3.710902395554173672e-01
3.716452657810441762e-01,8.768640907349645186e-01
3.285545658012534176e-01,9.101906245886554059e-01
3.451036298519339351e-01,9.002602977743497936e-01
7.588985488873249974e-01,4.666331903460514408e-01
2.785007290495571386e-01,9.404410405932294159e-01
9.132457745366717727e-01,1.882979862800459314e-01
5.521212658124252659e-01,7.194167078876043675e-01
7.142612701523152197e-01,5.157915061421851632e-01
8.855187978925154191e-01,2.327797685136046846e-01
8.303109603946752237e-01,3.361456750766093071e-01
1.766895492151663860e-01,9.804633321968259096e-01
9.072098988165850919e-01,2.104300873638394187e-01
8.970466357067101715e-01,2.168209043559735927e-01
7.849700279579090445e-01,4.016002715130246314e-01
3.023042808242540347e-01,9.251066613691377727e-01
9.949680992530632873e-01,4.356747277315956013e-02
4.434492527521767258e-01,8.135332267219383962e-01
1.544635132756462248e-01,9.872081622040213000e-01
1.426853263842288166e-01,9.892933909170205098e-01
4.967246507648995224e-01,7.770940540333224344e-01
4.254643003048891314e-01,8.392161023107985729e-01
4.622516870165668257e-01,8.043050923884517145e-01
3.078653277674272548e-01,9.156515793599698805e-01
2.112824750032707144e-01,9.696142623965042784e-01
8.640131516771739628e-01,2.745279840799688120e-01
9.679366254460339825e-01,8.696510406091245704e-02
5.643570379445659313e-01,6.988084451835554489e-01
2.830405191790041908e-01,9.345057804798313494e-01
9.718015567879054739e-01,7.875638637756880722e-02
8.579154290169868080e-01,2.968513388542515230e-01
2.292289054868536513e-01,9.623783614334217029e-01
8.434589780987800101e-01,3.164382500567335388e-01
4.847857950721787823e-01,7.834197570472468675e-01
7.036589321032595823e-01,5.255946676342670987e-01
6.777583800076155685e-01,5.563713607504644498e-01
8.518360620376826953e-01,2.997616853637868894e-01
8.705258419115058377e-01,2.688323397209371746e-01
8.412870667944645220e-01,3.264438057912116276e-01
4.377960075091399395e-01,8.228314451302375376e-01
6.879015696632284627e-01,5.399658286148583120e-01
8.774191969796071300e-01,2.545982226357235145e-01
2.393128057934561514e-01,9.602371726163982935e-01
1.223603849697751933e-01,1.000069578696077377e+00
5.101648952700841289e-01,7.608225430633438480e-01
1.238022742650908281e-01,9.991594219192364568e-01
7.028408514038214649e-01,5.397554224795267919e-01
7.941849876018796106e-01,3.886139593482810239e-01
8.810419783523761872e-01,2.480256914609072216e-01
5.064522118895760094e-01,7.627576968888618580e-01
7.977041251233705221e-01,3.843264029526841652e-01
1.902366419702024580e-01,9.773810772411979375e-01
4.758054920157315237e-01,7.933281906759099833e-01
6.668380488996412669e-01,5.703394716222041083e-01
1.990309210134799112e-01,9.731109250898547502e-01
4.285578698837616551e-01,8.312192973016643283e-01
6.374181133154284140e-01,6.221863868969703670e-01
