7.710556808006198137e-01,8.763688026702677325e-01,7.500016806156812876e-01,9.973983027089645681e-01,2.619120053800477049e-03,1.108666353780308339e-02,1.166818955542996659e-02,3.421951972879060805e-02,1.450150067956818001e-03,1.045753672325157139e-02,1.716118498962837394e-03,3.846410169472549989e-02,2.244628511587480960e-03,1.841228487591734441e-03,7.570310683993128342e-02,1.677978859562887989e-03,6.079131746204265684e-03,1.062535415596623607e-03,1.524849056043709600e-03,3.005258027621530298e-03,2.909267149675673000e-03,2.360043871826866119e-02,1.012474308696238896e-04,4.877874951314083857e-03
4.841007972341226928e-02,9.177191606603907204e-03,9.916131722631217338e-01,7.423792377625330063e-01,3.984876640416101790e-02,2.021306921692542224e-05,3.162593001827060379e-02,1.531566004621609869e-02,1.784240851268200506e-02,1.121822655385929478e-02,1.251569547824614437e-02,3.846617770864491255e-03,4.604747778440035702e-03,5.087431052988963809e-03,3.331488795649840962e-02,2.182728819155801449e-03,1.230306436761930723e-02,6.290056802510915479e-02,4.851143164146171083e-03,1.075551822567289047e-02,2.735230034313419767e-02,7.403382160972883479e-03,1.206075403054613585e-03,5.025980062741238624e-03
2.666810565779553777e-12,1.113680082767670720e-01,9.627348202560037649e-01,1.617071632442534934e-01,1.475176674638374597e-04,1.014217289071355638e-02,2.936463313262079738e-03,8.771254330451373760e-03,1.477619102046930913e-03,3.144008906831632574e-03,2.872423447545981428e-03,2.007603031491911674e-03,2.363567603779689885e-03,1.640006121912660582e-03,3.417946152172477575e-02,4.458374260479941453e-02,1.120498209335161338e-03,7.436287925774636397e-03,2.212475145117119915e-03,1.114530383854152491e-02,3.031539192360860335e-01,6.002078448540928458e-03,4.886502792051502977e-04,1.020877779765835998e-04
4.840174705693367496e-04,2.953829585868436060e-03,5.304100329566530103e-02,2.245804797298162070e-02,3.984876640416101790e-02,4.970814602843015573e-03,3.074728380113551235e-02,1.540225294216783329e-02,4.242098338915770150e-03,1.120765376247840651e-02,1.251569547824614437e-02,2.259663532392915675e-01,3.649571500944093390e-03,2.080131031921470496e-03,2.962132794487876142e-02,2.201411322555558991e-03,3.766344741512821226e-02,6.240361374852575194e-02,1.550166320738902981e-01,1.533319015034234623e-02,1.704690190335968192e-01,7.008162663460472397e-03,2.012685862581901908e-03,4.890939986273721077e-03
2.376573331638867081e-01,8.456209607920949223e-01,7.749813596612653566e-01,2.796279368537206433e-10,4.195214782582529223e-03,3.955673095139443569e-04,1.248755449417214211e-02,1.471967921887420289e-02,4.641142999392926932e-03,4.771311339801889186e-03,6.960434495579891079e-03,3.742877822850804170e-02,4.886518390215977004e-03,1.296835184682925204e-02,3.201223163978843961e-02,9.101794064278311697e-03,1.127822747971835189e-02,4.422609694223861646e-03,1.967968559078277224e-03,1.102745704836833457e-02,1.516523506819271103e-02,2.535594633806702997e-02,2.172367474371593790e-03,5.443934486970702577e-03
8.424588821214764600e-01,8.734075094810945794e-01,8.813222843207669799e-01,8.839498074705908204e-01,2.039661430925914648e-03,1.723144904186906141e-03,1.348356614020967612e-02,1.354020913856034299e-02,1.534993442922354730e-03,1.143113758139275085e-02,4.651103828062991621e-04,4.390499364878460960e-04,3.551962240649055025e-03,1.168222141997528676e-02,8.083831039396912471e-04,5.301106511859022923e-03,1.568793795006899472e-03,1.966869618726295888e-03,6.979238225250378050e-04,4.154702451876304305e-04,1.937787490696937787e-03,3.106153465216173696e-04,2.233227544119420157e-04,2.638716671259607512e-03
3.132979734654438575e-01,6.778180706250515053e-01,1.925066501080988134e-11,3.388409149216954630e-02,4.733964257585444521e-03,2.563106882906601020e-03,1.099512413716064070e-02,9.137742646760682250e-03,1.639605945087955693e-02,3.174889467889617511e-02,1.724752344019753192e-03,1.554950459468425368e-04,2.457116839469936781e-04,2.507829223366671995e-03,5.428296169873569194e-04,1.134407245253688662e-02,7.082404550094283102e-04,6.094286781936601033e-02,1.562275681022744396e-02,1.078950083314466832e-02,1.626523740769660401e-02,6.650844118051965279e-03,1.091028636440368252e-03,4.936584816935409015e-03
7.735524338782970855e-01,3.224155220582503034e-09,5.888245857709380887e-02,1.283551720085190084e-01,1.786021809595667031e-03,8.665360750722325006e-04,1.017686552887761900e-03,8.207955429549898541e-03,8.074485804031458769e-03,1.111399795664235433e-02,2.435865889516229503e-03,1.866519938121439766e-03,3.660291573759777081e-03,5.193140438997058926e-03,3.216110115138540865e-02,1.016185664240154812e-03,1.161523501419345350e-02,1.061302886795678635e-03,6.009761431643154128e-03,6.646660944665816473e-04,1.498777341931427642e-01,7.141441104282422216e-03,2.350589269944152945e-02,1.133837322612931547e-05
7.307390134068045828e-01,9.737749364160931398e-01,1.718287243757235516e-03,6.864685984342372427e-02,2.006221504783639240e-03,6.751886024497304704e-04,2.052511127216243535e-03,8.454515590598900635e-03,6.224311152250540380e-02,4.131893307917702818e-02,1.874469416018331031e-03,1.058715010487023146e-04,9.931001301968995013e-05,1.195031134303780121e-02,3.168980205484481921e-02,1.042157664281667673e-02,2.340781651815915937e-02,6.518401040955792980e-02,1.146401093370307163e-03,6.211642802751922432e-02,1.482756196679796586e-02,2.787499182912409057e-02,8.983980779356184540e-03,5.065238157197731947e-03
9.995186843581238545e-01,8.585882804370488230e-01,3.443955641250535660e-01,2.930740240699727939e-01,4.171036951408417515e-02,2.850909814593533464e-04,1.116690094606893717e-02,1.835506180948660512e-02,5.267965207799218952e-02,9.059429537855974088e-03,1.047286045784350623e-03,6.150160927989048671e-04,2.203436327567398576e-03,1.305813335819279442e-02,3.363210291595550294e-02,2.141823143125781703e-02,8.736980826162168284e-03,6.201368281214633682e-02,3.307771315700105963e-02,5.553162427296538806e-03,2.974836021464033475e-03,2.731444408483432035e-02,1.117618622692544139e-04,6.395055476560798386e-04
