3.499373998222548021e-01,2.237711467782159680e-01,5.220870022114476594e-01,6.411709239650281722e-01,9.391070534240087975e-01,5.820158006470458334e-01,2.678333902915884801e-01,9.297746953080668897e-01,4.917252846124765542e-01,6.758008649335258688e-01,4.760389104754019218e-01,2.169800264219950980e-01,6.925520447105606436e-01,7.706304830917437565e-01
3.447815646894287767e-01,5.942916884726867632e-01,1.139939961890875653e-01,3.414854312921881130e-01,2.637215019857199749e-01,4.023735167298714277e-01,1.412742992470221726e-01,5.578565183366421820e-01,1.929308262896645143e-01,2.358830976600285734e-01,7.321597206979989503e-01,2.288534167899552996e-01,4.427570361652937159e-01,3.073056056295397909e-02
3.522687649338168692e-02,4.248512703384226818e-01,1.412288329934840991e-01,2.424118647106968116e-01,3.153680300100357714e-01,1.985083629803028327e-01,7.349951333939104270e-01,5.483082866616422191e-01,7.959529784681738940e-02,8.353014614620402067e-01,3.361087547732140024e-01,6.733640832320478831e-01,2.039925442864229110e-01,1.427146690420544317e-03
1.555600113750765512e-01,2.612555222218926332e-04,1.828032264063477186e-01,4.431517898786372367e-01,4.946399104836640692e-01,9.748371063120773172e-01,8.624795305927730471e-01,9.682701015830015301e-01,2.812132539719239960e-02,5.111514069039146957e-02,9.116696461836937271e-01,6.632034702941584925e-01,1.759483891343935624e-01,8.108299106191096950e-01
3.873382491020926910e-03,3.665588531564087926e-01,2.833207626030752602e-01,5.043460125752075029e-04,2.971600773899931158e-01,8.956615374767192828e-01,8.198570590537658243e-01,1.947295325625030826e-01,8.533328899383576527e-01,9.245631159705334223e-01,1.082375426235071547e-01,2.584020066352575862e-01,9.876797163874515562e-01,1.711016103534289748e-02
1.207813394694062792e-02,2.670248565834765220e-02,7.537924368281162524e-01,5.045562264476251002e-01,4.636162753258232794e-01,8.523155155232094993e-01,7.995988833795270034e-01,9.787326121695405501e-01,4.018783301923178897e-02,4.283309386631534155e-02,8.928448136781882427e-01,6.773494179190157061e-01,3.528690095385780268e-01,9.590068175417810759e-01
8.921672672082787275e-03,7.872409310668211993e-03,2.387084718770886016e-01,3.766156324001492250e-01,9.126618371243504502e-01,8.930790188286730213e-01,1.819120573116855821e-01,2.189410333584927981e-01,5.830006248015291437e-01,8.903240103502985114e-02,3.616539880446073552e-01,1.133148551801625437e-01,7.028165962401240474e-01,2.637921755536869542e-02
2.341497999684677978e-01,1.967107551191368819e-02,1.491506676166647893e-01,2.150937599072079709e-01,9.579139870700575932e-01,6.313980051651807424e-01,3.525946990861167363e-01,2.687974246407577872e-01,8.354834617582808098e-01,6.018671494903885533e-01,3.556446137298615584e-01,3.555585278080141687e-01,6.698834585754548376e-01,4.246675779084885249e-04
1.542155477575834488e-01,1.028771792724361422e-01,4.266760612853101597e-01,9.370984414656287065e-01,6.094976572134003234e-01,9.069891792833532085e-01,8.152019541320777440e-01,2.218941898079229702e-02,1.690079829887539131e-01,6.996823820388938797e-01,8.545497190705964030e-01,6.603546631310324155e-01,7.316124248846682665e-01,3.224223601982023624e-02
1.542312153876661818e-01,1.028771792724361422e-01,1.440874801499434921e-01,9.370984414656287065e-01,6.094976572134003234e-01,9.046931553161039474e-01,8.152019541320777440e-01,2.218941898079229702e-02,9.875463309375673848e-01,6.996823820388938797e-01,8.545497190705964030e-01,6.603546631310324155e-01,8.830909496332841613e-01,6.542466376419531215e-03
3.873382491020926910e-03,3.665588531564087926e-01,4.259580435961095035e-01,3.917857396051251939e-01,2.785752303493875814e-01,9.070130728637441075e-01,8.049033445802074027e-01,1.947295325625030826e-01,5.341469293522993489e-02,6.933159505575362536e-01,1.082375426235071547e-01,1.687608953069429929e-01,9.876797163874515562e-01,1.090057970211724681e-01
7.101506130184823129e-02,4.273719831147776427e-02,9.024146799330168278e-04,8.538103772828281590e-02,2.952878318555696158e-01,9.228933211415277782e-01,3.320461736813855036e-01,8.881619418935629007e-01,2.523071970307912137e-02,9.264191969998155640e-01,9.045186852670750177e-01,6.493252766663233366e-01,2.196435441958815293e-01,1.082389765693908545e-02
2.742460575222630537e-01,4.065629559121611281e-04,2.006032664598522697e-02,8.748223450027092785e-01,4.757522743822404920e-01,9.444598845364001738e-01,8.671517651245799208e-01,9.866015861315533542e-01,1.667118606909174378e-02,9.326989997155565870e-01,8.377510567074627490e-01,6.612723826111105430e-01,8.117021001092777910e-01,1.733277995818871542e-01
2.670292937381460452e-01,3.364116261001687258e-02,1.008905914298150880e-01,9.657599867872316279e-01,3.034093651177035555e-01,9.009512886549347899e-01,5.885856644283554706e-01,9.402183583724452731e-01,2.438091210388920738e-02,8.790278523371647390e-02,8.082677507232483016e-01,8.036971692994574479e-01,3.689546702308879600e-02,1.020695998750003990e-02
2.440966545918799024e-04,2.813577292129924579e-01,4.519161235494565387e-01,1.095566575006107768e-01,2.494144843528074973e-01,9.455641310246557518e-01,8.809810105898392418e-01,8.228295105267256770e-02,9.560684289568537331e-01,7.234304613550901486e-04,9.014470808374113187e-01,1.002908800977309056e-03,2.728055446407679982e-02,4.779710200749315296e-02
1.773705949949894722e-01,1.650648434347243843e-01,1.599296919284846907e-01,9.804542383083993951e-01,7.845034169269189395e-01,9.617795526523035265e-01,1.164722666389414463e-01,3.731414872541494177e-02,9.291170106423043973e-02,5.207652796002117807e-02,8.917779981335559603e-01,1.108621654214834718e-01,1.000063691936947663e-02,1.629511698379008666e-01
4.248604961341710673e-05,6.809698136223685250e-01,1.605227586308544119e-03,6.621266029662251640e-01,8.457608905023430435e-01,8.918554616705154370e-01,2.458666582892189978e-01,9.871231760281924394e-01,8.906048910588230116e-01,3.728896426678257603e-02,9.062091919929805561e-01,1.103178861694879692e-01,8.242323951312371944e-03,1.734705273031049086e-02
2.602742723568995942e-01,1.259137557648309924e-04,7.606845408936659947e-01,9.890212671028524305e-01,8.020711576359841333e-01,9.806006580331023681e-01,2.131172447990258012e-01,9.979467535278041534e-01,9.994264804497391408e-01,9.763276894572583409e-01,6.352868875113742986e-02,1.108544912253491277e-01,5.838381449372584409e-03,1.230960398065783327e-02
