1.007416430991213557e-01,2.794646433007444420e-11,2.573919344724099509e-12,1.634436892125125836e-10,1.558833063545183057e-11,5.689529177497893175e-11,1.727335673364504588e-11,8.498379019847388795e-11,3.587080886069829163e-12,1.162298677268851859e-11
2.826051313892350425e-01,2.855090810962263577e-11,6.441186140809977412e-11,2.705274148255734477e-11,5.294858373225148962e-11,2.130040763585537556e-10,2.723414280389925803e-11,5.383948421312993916e-11,3.375793288112015887e-11,2.370705913261541494e-12
1.137006167734406492e-01,3.146233846039340618e-11,2.793178783414558151e-11,1.868153961801208135e-11,4.951609694760700978e-12,6.381470751392156985e-11,9.523244204920860429e-12,1.786488284287120212e-11,2.860917783750423551e-11,3.935246407687605860e-11
1.022747856079839757e-01,1.255024685095056038e-10,4.740218324037109839e-11,4.818713134566326375e-12,2.556279689640875247e-11,6.901673194653118580e-11,2.531049720685029346e-11,7.704985328918772591e-12,2.748083144401137895e-12,2.909568457816305717e-11
6.437976219450930460e-02,8.397421745460996010e-12,9.842320402983747339e-13,1.264564273445618718e-11,2.024688619261658605e-13,2.155989633592072262e-10,4.751686578326195634e-11,8.026620166639826834e-11,1.813931049959696681e-12,2.002862661695095640e-12
5.351496939268130665e-02,2.259456330503071588e-11,5.134127025879704839e-11,4.220786833746541655e-11,1.096555499499857675e-11,1.033395507507467335e-11,1.600770396225781420e-10,1.773538952921600564e-11,1.787363386997504929e-11,2.596774455912205447e-11
6.249160039375873527e-02,7.986164008328967474e-12,2.745458664110041804e-11,7.747424892824757043e-11,3.488578969732131569e-11,5.342730143119377208e-11,6.967012704233367961e-12,1.806432931922512665e-11,1.762415006665443770e-11,8.669800361414145996e-12
2.578631545297497829e-01,1.133836029013722758e-10,1.614636827291160988e-11,2.707050350906729843e-11,3.864376346177140827e-11,2.214631440483721095e-12,3.011595954620011704e-11,1.772643493874708509e-11,1.863045835003349680e-11,1.198761936742279477e-12
1.002307527481774152e-01,2.529412998025085626e-11,2.759466289185999866e-11,1.694738852828618269e-12,1.628432188747963725e-11,2.151653515392327114e-10,1.868712070122201158e-11,1.132519421595795478e-11,1.746845477734566397e-11,9.206143873262700190e-12
2.577734716295028150e-01,2.531910121903548830e-11,1.663096751793408398e-10,1.083070133614434089e-11,1.223408948604774724e-11,2.103212659553512828e-11,6.992143272373230212e-12,1.810991898625695096e-11,3.057714082676087282e-12,8.700936868938048981e-12
1.243758296411748149e-01,4.204887998231737222e-11,5.242966349913867534e-11,9.191741731635661408e-12,1.386671065190098460e-11,6.829815450458969273e-11,6.733368308266721714e-13,4.060004984081684316e-13,3.063500007958473525e-12,1.114770275897074004e-11
2.575443498302692480e-01,2.680641616546032856e-11,1.662665921445037826e-10,1.082983642165746471e-11,1.224046153094727533e-11,2.064689170374955808e-11,7.061576007893747831e-12,1.759427794641497990e-11,8.668049102850667038e-13,2.177688501937035786e-12
6.259186539167464758e-02,7.755298446419489949e-12,2.066026394731194908e-11,7.747424892824757043e-11,3.488578969732131569e-11,1.532167801520316067e-11,4.912466361437969290e-11,1.195366179168826505e-11,2.690484117851370427e-11,2.185675533403506642e-12
9.890263770750144789e-02,2.529412998025085626e-11,3.180320831280884330e-11,1.138268981175658125e-11,1.628432188747963725e-11,2.017260774158854366e-11,1.868712070122201158e-11,1.165454936642517425e-11,3.182058721783962113e-12,9.206143873262700190e-12
1.512782917508242453e-01,8.160291935679339994e-12,2.745458664110041804e-11,7.747424892824757043e-11,3.488578969732131569e-11,5.342730143119377208e-11,6.967012704233367961e-12,1.806432931922512665e-11,1.762415006665443770e-11,8.669800361414145996e-12
