-1.966332199925573150e+02,-1.300066363749128868e+02,-4.089689954744102920e+02,-8.867417998263363188e+01,3.491851480963509502e+00,-1.085134093892488636e+03,-2.307172174642625578e+03
-2.003612499945663785e+02,-1.247891086822028228e+02,-3.955775582763274087e+02,-9.701161984885402489e+01,3.497484363036315269e+00,-8.129307656418902752e+02,-2.263274350374035748e+03
-1.587198553447049107e+02,-1.122190275651723823e+02,-2.804526173568241347e+02,-6.763672775143504623e+01,4.953698465839694087e+00,-1.557333301503890652e+03,-2.479572955373092555e+03
-1.758148659249341108e+02,-1.243172628354495828e+02,-2.321527543765006953e+02,-4.919386676352542054e+01,4.289315364947004383e+00,-1.462192860208786215e+03,-2.560716954556185556e+03
-1.985269076048746228e+02,-1.271374127198860151e+02,-4.056682969272530954e+02,-9.309278441137394111e+01,3.462222222701984986e+00,-9.563626040437775373e+02,-2.278941196564922393e+03
-1.884192639639052231e+02,-1.216712229495142310e+02,-2.386123218677502962e+02,-1.178189999976807485e+02,3.919004568418102519e+00,-8.725006548065985044e+02,-2.510122619226377992e+03
-1.841839375467695845e+02,-1.513562494157822584e+02,-3.025343430449177049e+02,-7.876548541672718784e+01,4.710601359797260912e+00,-1.443225530473443087e+03,-2.606282284851155509e+03
-1.869775774475801882e+02,-1.460839975505223265e+02,-3.180385784788006163e+02,-6.529671613711070677e+01,4.499333958110017129e+00,-1.429035208436673429e+03,-2.621622558370936986e+03
-1.899447306415495405e+02,-1.441856091887102593e+02,-3.532977938727269134e+02,-9.022282373332518546e+01,3.957808581203580811e+00,-1.330096917796041907e+03,-2.435491453689737682e+03
-1.730834720721377380e+02,-1.335966766888850543e+02,-2.978275606754787077e+02,-8.018743420807049915e+01,4.433059204949697296e+00,-1.480119640024885939e+03,-2.439566326607137853e+03
-1.961231187582293387e+02,-1.384656631911484510e+02,-3.683483761347868040e+02,-9.517094966197282702e+01,3.651857024544527874e+00,-1.073500216133559661e+03,-2.326776388716556539e+03
-1.761511034327691050e+02,-1.101668704264748158e+02,-2.115619269376009015e+02,-1.057955511525592556e+02,4.155452309829640534e+00,-1.053598812067147264e+03,-2.551418705260672596e+03
-1.801900380868860339e+02,-1.331602893957206106e+02,-2.600626374138327037e+02,-5.117316087689914639e+01,4.335837587357596057e+00,-1.471794030931330781e+03,-2.571169721534139171e+03
-1.819708450634968813e+02,-1.365528238503629836e+02,-2.706665483420497367e+02,-5.202236126674551997e+01,4.374645602454764415e+00,-1.472357733264999297e+03,-2.585436920319689762e+03
-1.770425445994621896e+02,-1.108935999435748272e+02,-2.300009380728472195e+02,-1.085389953500598494e+02,4.047986423969030412e+00,-1.112390032067880384e+03,-2.527248823505856762e+03
-1.658654784987184030e+02,-1.247382069605268953e+02,-2.651277239435507909e+02,-8.120814048501051730e+01,5.083778647767762671e+00,-1.503535107826444801e+03,-2.535997711958778382e+03
-1.927719278867334651e+02,-1.445972312164631148e+02,-3.559534225441359467e+02,-8.529520092520124308e+01,3.794726617230376853e+00,-1.213456287052156767e+03,-2.330473495270023250e+03
-1.914668148090479463e+02,-1.417361289330574436e+02,-3.714238974818660495e+02,-8.630967901284657273e+01,3.874509800034747098e+00,-1.312107855420970054e+03,-2.430315927845153055e+03
-1.839128794756620664e+02,-1.172341831592607377e+02,-2.245613477727759175e+02,-1.147524786639023660e+02,3.991697433419413077e+00,-9.421567602523143705e+02,-2.532731625711888682e+03
-1.997983225367486284e+02,-1.316270178366403343e+02,-3.848298114897374944e+02,-9.094576283567357677e+01,3.619457771541258584e+00,-8.577319621805663701e+02,-2.248840109489238785e+03
-1.867944040929914991e+02,-1.479718410502737242e+02,-3.212775683843938737e+02,-7.262940189077471587e+01,4.570564138552798639e+00,-1.411673130601890534e+03,-2.628324804082799801e+03
-1.946421067748251517e+02,-1.349151634626086889e+02,-3.402231038867957977e+02,-1.067863594707609991e+02,3.674922607771549110e+00,-1.029844732687783562e+03,-2.377817602901382998e+03
-1.953522172815669364e+02,-1.356640103865884157e+02,-3.567181754582561553e+02,-1.030745718587918418e+02,3.639332428921481899e+00,-1.053634644319065956e+03,-2.359435015853774530e+03
-1.998457064723718304e+02,-1.276826623119595752e+02,-3.841830315499738049e+02,-9.954848979772214079e+01,3.527945622981928153e+00,-8.435297116324279614e+02,-2.284896847730482932e+03
