6.680491546268197999e+04,9.112087224931859737e+02,1.015247059821808245e+06,2.430667909278282430e+06,2.720366547562726282e+03,0.000000000000000000e+00
6.528713238770663884e+04,3.000000000000000000e+01,3.010892993361961562e+05,7.316062940036864951e+06,3.301712904095767299e+05,8.591076218667395005e+04
6.384027739999999903e+04,1.220502492348752412e+03,2.853468964941779850e+05,6.575303126234903000e+06,7.776563876643937874e+03,0.000000000000000000e+00
7.345051069999999891e+04,1.350000000000000000e+03,2.853468964941780083e+06,1.837499670609283785e+05,7.222222222221930110e+00,0.000000000000000000e+00
6.444798728282535012e+04,3.000000000000000000e+01,2.853468964941785089e+05,6.956411090645560063e+06,3.474378648667246453e+05,9.416480096779781161e+04
7.887074861124060408e+04,3.006973986761047613e+01,1.870172229112284956e+06,1.680808192577230744e+06,6.265754963685544499e+04,1.506301985474217453e+00
6.876085371537922765e+04,5.182113769053241015e+01,3.082768381003160030e+05,9.970468362638307735e+06,1.910361004315100145e+05,2.423350677966634976e+04
6.586114883277077752e+04,3.000000000000000000e+01,2.922123384029375738e+05,7.836068995056485757e+06,3.408781755768344156e+05,9.109640222752430418e+04
7.019648229037855344e+04,5.012961179699975389e+01,3.020825024046828039e+05,1.151335907836411335e+07,2.029537437646069448e+05,2.932631155774361469e+04
6.808685117857807199e+04,1.495877625060077776e+02,1.420149715074792970e+06,1.353228924405794125e+06,1.323793329163922863e+04,0.000000000000000000e+00
7.346240562397061149e+04,3.402939333237514319e+01,3.799800494119411451e+05,1.360943101926554553e+07,2.400105238600336306e+05,4.507411369562121399e+04
7.791701847913906386e+04,3.000497962677388486e+01,1.781132860002951464e+06,1.796388576016322477e+06,6.470410969483450754e+04,1.588164387793380428e+00
7.227880483109895431e+04,3.600119622875806868e+01,3.155146884994975990e+05,1.364258227630028501e+07,2.707505145279982826e+05,5.794581655882350606e+04
7.149105250104452716e+04,7.569289078555367496e+02,2.327558415782329626e+06,3.825981105201446917e+05,9.333765008149526921e+02,0.000000000000000000e+00
7.181150767684690072e+04,1.070900377998253589e+03,2.392673678603074513e+06,3.519172131793879089e+05,4.946730300023823474e+02,0.000000000000000000e+00
6.624141322812215367e+04,4.607081594254090646e+02,8.119972313817592803e+05,3.285680737162741367e+06,7.684588452412271181e+03,0.000000000000000000e+00
7.010876467512092495e+04,7.956374468959978685e+02,1.960271750086067012e+06,6.377219068423340796e+05,1.143114855914917825e+03,0.000000000000000000e+00
6.408275770428408578e+04,3.266700702618921923e+02,2.895548084524124279e+05,6.675740971373786218e+06,3.094639853675968334e+04,2.378559414703871333e-01
6.725332230138586601e+04,5.325133667516202252e+01,4.031468239309192286e+05,7.350631378470554948e+06,1.412382233001969871e+05,5.072694952978676156e+03
6.544992962113206886e+04,5.205203173143039521e+02,5.940182931336381007e+05,4.461446803820489906e+06,9.381552631960728831e+03,0.000000000000000000e+00
6.732656757002011000e+04,4.408523476454023893e+01,3.040118253359362134e+05,8.794009015303066000e+06,2.251417210166160658e+05,3.849353665344973706e+04
6.726586720689595677e+04,1.117051171871871020e+03,1.197448180380715523e+06,1.847576824971466325e+06,1.473254781369087141e+03,0.000000000000000000e+00
7.032070279543357901e+04,3.174230880596928017e+01,4.173753226657537161e+05,9.529734961816988885e+06,2.306936431420336594e+05,4.097232761906699307e+04
6.699249421737319790e+04,3.083009630753316799e+01,3.059719231213393505e+05,8.496777584324374795e+06,3.181414682099997881e+05,8.023068247806296858e+04
