9.923731680490776030e-01,9.942077526972270540e-01,7.457972406753191619e-01,1.597181275869886674e-01,7.955999222818577882e-04,2.909430132673936249e-03,1.654447286021996531e-03,2.677726167507147106e-03,1.293312256804096672e-03,2.303731289797741628e-03,4.035315390915014677e-02,2.501555392411761169e-02,2.408958442835356512e-02,2.079021455021973566e-04,4.696370299986736899e-03,1.020434852635706928e-02,4.361448317724685511e-03,6.280169626982546119e-03,7.981870805331987145e-04,2.107115705027854356e-03,6.032634346183528284e-03,9.956428644931531596e-03,4.202132494539007751e-02,5.446692612510413423e-03
8.540820460443117046e-01,2.157033184907571066e-01,9.984797156487684733e-01,3.435181575911375740e-01,3.557517957094830097e-03,7.414483017421229531e-04,1.784700415533284172e-03,1.250507637772860225e-04,3.135785863380868843e-02,1.219904509133000253e-03,1.088275456891246717e-03,3.069653798482015195e-02,3.555934637512953023e-02,1.003885973996581499e-02,5.568264122872691041e-03,1.033794538712903312e-02,2.905984697365108366e-02,6.331298013924952298e-03,1.464461843241215977e-02,3.518519251956090874e-03,4.039822470106098351e-03,2.399549199366494186e-03,8.348865136938599801e-04,4.109276813322466915e-03
1.104438472344865252e-02,3.800476395458491363e-01,9.870201395072352168e-01,3.544943386185045453e-02,1.711315208074151370e-02,5.144950218237198669e-02,1.226629257881700283e-03,1.220531286015348355e-04,1.415628104209720392e-02,7.982571031384902427e-02,2.175493836839481263e-02,9.533228787489318040e-03,8.768461639091902626e-03,2.828406021433406137e-01,7.216781413544696988e-03,1.065269739431478485e-03,1.836837281049096340e-03,5.850195185600112410e-03,9.291275129854947856e-01,7.376505473339284302e-02,5.473797070702106360e-03,3.904269859524463031e-03,1.148042144793611288e-03,1.238528954202707541e-03
2.995690169620200682e-02,2.922593486699750498e-01,7.297436665829775126e-01,9.941048325709179734e-01,1.372979741240696813e-02,2.498923263632141841e-03,3.418857635496921118e-04,3.540103005476424175e-03,5.178925115923077582e-03,5.880135961820746882e-02,2.124721032512077307e-02,2.330228730086855021e-02,5.868292841614154015e-03,1.761411421980599301e-02,4.670447380281050886e-03,1.024460281012363853e-02,2.104552701310068857e-02,6.527857216981355383e-03,7.551575456999798375e-02,8.387177538408281934e-04,6.770069976741992061e-03,1.566436623796044897e-02,4.681574665106263272e-02,4.130355002736140792e-03
1.424930437553076912e-01,1.460203401906945975e-01,3.535638353098359832e-01,7.292794673945340866e-01,1.531548759640301467e-02,1.134184589993047793e-03,6.274966130486657164e-05,2.687776289773908655e-03,4.272857497995630541e-04,5.975616021398622024e-03,9.024511350687869620e-04,1.396427359147548591e-02,5.894337728588035230e-02,5.839803254817683628e-03,4.998417529260517148e-03,1.137042012053401593e-02,1.284224030217723071e-02,7.157856606435850089e-03,5.773533163670038423e-04,4.616099694820447082e-03,7.630118965894058282e-03,3.179791102528893749e-03,2.692462594714728485e-03,8.191531310564872589e-05
7.988019037199388661e-01,4.218748003257684065e-01,7.240565399974858707e-01,7.463978093854120033e-01,1.302436463038911946e-02,6.675980422912934469e-04,5.791777688532414800e-03,4.381112401287056909e-04,1.423316131470271466e-02,8.163826338018577433e-03,2.078241383455423086e-02,8.274914492927235021e-03,1.466693003285194849e-02,2.879648110045237436e-02,1.415835458452448800e-03,1.269533199766349416e-02,2.829552978436137081e-02,6.618531802074078575e-03,6.880325818832262741e-02,1.724757544694162717e-02,1.683102701528610499e-03,9.005595241167386328e-03,1.581960812438805430e-02,3.259824535192624301e-03
8.698675621199402075e-01,7.494490610326474123e-01,4.723661461569556019e-01,8.678290447253496076e-01,1.119136971474376380e-02,5.734137550201064875e-05,1.242839989725132502e-03,6.625067676028204011e-02,9.764042096408550100e-03,1.821541625861004821e-03,1.356532122206602006e-02,2.547628073482769220e-02,6.835106744892927369e-03,1.079197192180285196e-02,4.732342767248932415e-03,4.140190013001869736e-03,3.281368090264478315e-02,4.880670353470568934e-03,5.470595846554211772e-02,2.244167264671539496e-03,5.905403156013716744e-03,3.447312274396035527e-03,8.760706133438574475e-03,3.047301544396772977e-03
5.425335176320686958e-01,9.568841893052282277e-02,3.798041822163101822e-01,4.872758295296075737e-02,6.813144424923488034e-03,1.389794857221968724e-03,1.954355251384552131e-03,2.230954903750242014e-04,1.721255204559661925e-02,5.921789489447147961e-03,1.334795686313969970e-02,2.990265577472509678e-02,1.027322863585513994e-02,1.019704818593358299e-02,5.972536435925540101e-03,3.916313560762554706e-03,6.270858739283879588e-03,5.479548788164153618e-03,3.826379416116371113e-02,1.983848033790429517e-03,5.713720955543728601e-03,8.869861534278621062e-03,7.655163748488690066e-04,3.037214058026526178e-03
7.731641937398463504e-01,5.052330310433739147e-01,6.735122403648041711e-03,4.860371458258555544e-01,1.968121736349512374e-04,1.119166019256211207e-03,1.350389906022795650e-03,2.874645957934449103e-03,1.144989269305927634e-02,8.015726596674335735e-03,3.322130754066814767e-02,8.250379958086676360e-03,1.059561913770254785e-02,2.330454917581811086e-02,5.981750287621026042e-03,1.099795396198710237e-02,2.862067129740940297e-02,6.803756000999904366e-03,7.750259414834469521e-03,2.096441568236166991e-03,1.009336982756350257e-03,1.554774804791235823e-02,2.707227945101541283e-03,4.578827057958545672e-03
2.529385393392873382e-01,8.619575898636978595e-01,4.991332265751348141e-01,2.685249205596012545e-01,1.638106866162152703e-02,1.774442273846289601e-03,1.473349973883789467e-03,4.710793787406877819e-02,1.625246971822934955e-04,9.036940183170447116e-02,2.165907753474765815e-02,3.018494634393614415e-02,1.179561627423333578e-02,1.275660693836879953e-03,2.460286098264129195e-02,7.897503240557031488e-04,2.840809400281901070e-02,5.886986487898874382e-03,4.143075882242081009e-03,1.300640791245948232e-02,8.954096648702861150e-02,9.933196175949173673e-03,3.122577903855347503e-02,3.311496827064652586e-03
