1.238639978166102082e+02,1.470226168353362950e-01,-4.705297844772220515e+02
4.553185504000001629e+02,3.521081119999999176e-01,-4.797566604562092834e+03
4.404902271305572867e+02,3.428350957580678093e-01,-4.526866642500556736e+03
2.331310041431399895e+02,2.338963043305495315e-01,-1.672874659280716287e+03
8.347429952841486056e+01,2.481354277378070572e-01,-2.157315388498278708e+02
3.617778589238967015e+02,3.238987618531269375e-01,-3.190284117904246614e+03
1.615740711053720702e+02,1.725335601706200761e-01,-1.006984978653272492e+03
1.401125566523770942e+02,1.556481447547902741e-01,-7.813589277060325458e+02
1.686393193452580590e+02,1.788179698747022206e-01,-1.067296045010762327e+03
6.364059305848301307e+01,2.452380839130426926e-01,-1.451327450181456413e+02
2.370335100692685160e+02,2.373588614703537047e-01,-1.707991044131727449e+03
3.124431488169898330e+02,2.908144637965618950e-01,-2.522889334224990307e+03
2.276015423339535459e+02,2.293246550638920467e-01,-1.616961824281751433e+03
2.135866577486904987e+02,2.175768797058819370e-01,-1.474774760510677652e+03
4.229180989075006778e+02,3.296721789989723872e-01,-4.209838512611293481e+03
3.323714734461944431e+02,3.046721158328110080e-01,-2.788531196913960230e+03
1.698800576267705651e+02,1.803056465040062117e-01,-1.075887493743113737e+03
2.451185418499168236e+02,2.435936894777692985e-01,-1.794033909317786538e+03
2.106476534170129753e+02,2.150208594326850353e-01,-1.449887477376501238e+03
2.543100576697523252e+02,2.511002644993363120e-01,-1.890699599778484526e+03
2.662242652614709186e+02,2.603853529152354573e-01,-2.017388887245869682e+03
3.426629013674934754e+02,3.085722288277730208e-01,-2.904644626847450581e+03
3.562875723319518784e+02,3.162217051033415771e-01,-3.095036263269403662e+03
3.982826322404810639e+02,3.259751928840540214e-01,-3.742797137057343662e+03
1.550319892173766050e+02,1.670283810933972657e-01,-9.475998954620750965e+02
7.458681377164940329e+01,2.418626462155211154e-01,-1.484411010634809429e+02
3.950705365995324883e+02,3.115657846540905163e-01,-3.663866443362239806e+03
3.855028397528006394e+02,3.090943266141759627e-01,-3.481004846901669225e+03
1.360194331607902711e+02,1.528734237100199400e-01,-7.243640553765774257e+02
9.468986233640265482e+01,2.491014614797111559e-01,-2.494044422696404979e+02
4.517220506507894129e+02,3.493157034048330889e-01,-4.735657866993223251e+03
1.152770620814727778e+02,2.622282612081640596e-01,-3.142153869271787698e+02
3.450892220899481231e+02,3.137922336459282313e-01,-2.963863095810824689e+03
2.073163664029153495e+02,2.121772446195279715e-01,-1.419539234387628767e+03
1.033565732740655392e+02,2.635914723587693409e-01,-2.788062035356291517e+02
4.067010754917980648e+02,3.216102916559119285e-01,-3.895843207492672718e+03
3.834564698798551490e+02,3.031560222892796808e-01,-3.420985274113564174e+03
3.059884165359964641e+02,2.882174534069658622e-01,-2.465251100229599615e+03
2.944657566852225727e+02,2.806186086679549607e-01,-2.332913503379651956e+03
1.318376243351766561e+02,1.510045700635306576e-01,-6.547463796821581354e+02
4.162842668426543469e+02,3.282803896620600237e-01,-4.078451420416745805e+03
2.185947267369612632e+02,2.217483113158304486e-01,-1.528050587126431310e+03
3.182405310836146555e+02,2.967129061929906775e-01,-2.616128766449829072e+03
3.171055464173542191e+02,2.915336430919096555e-01,-2.542712398355951791e+03
2.600049012961456469e+02,2.546071341234281693e-01,-1.937657280068162208e+03
2.222490826815358673e+02,2.248181471735511139e-01,-1.564090294516161975e+03
3.248600350724811392e+02,3.016533337041626961e-01,-2.702744045714422100e+03
3.490337436115582364e+02,3.160006424739101316e-01,-3.016673530765049236e+03
1.909353579843664193e+02,1.982075177854946413e-01,-1.266979138652057600e+03
2.618600665672237255e+02,2.566971549063812308e-01,-1.971434703121653001e+03
3.691224828990457922e+02,2.846872654425318672e-01,-2.925976152157641536e+03
2.466535516131185659e+02,2.448215745285763079e-01,-1.810013908257747062e+03
7.474660076767516159e+01,2.419980120284757619e-01,-1.488358546692601578e+02
2.264370367958891279e+02,2.283616474336981617e-01,-1.605860511388299074e+03
1.951075931807348809e+02,2.016007338606653487e-01,-1.303282160282607038e+03
3.928205599164817841e+02,3.110474914732470064e-01,-3.620405162070601818e+03
1.934922228477075521e+02,2.001859511766534427e-01,-1.288163403182703860e+03
3.358683199129139894e+02,3.063214836993700674e-01,-2.831883186880535050e+03
4.316472247428378637e+02,3.339345312784082753e-01,-4.377991135409690287e+03
3.911075793333866386e+02,3.070780872226239744e-01,-3.536661008903115544e+03
1.238661289925262992e+02,1.470226190871350980e-01,-4.706089957693129691e+02
1.815021075737503509e+02,1.899213704693074045e-01,-1.182425975494301383e+03
4.298724644389141076e+02,3.352082252650977479e-01,-4.336598645172032775e+03
1.862486241712327057e+02,1.940550705911064377e-01,-1.225171266261691926e+03
4.453857389879904645e+02,3.446933779065521897e-01,-4.623644406017321671e+03
4.506997222526161977e+02,3.486605218912723902e-01,-4.716671678737422553e+03
3.027797242620777070e+02,2.848177354440586395e-01,-2.402944134140574988e+03
3.400049347566554729e+02,3.085459777231567280e-01,-2.882735424485718340e+03
2.043755126802782058e+02,2.096535506354874068e-01,-1.389737034635040800e+03
3.576776172815461337e+02,3.097362332545264829e-01,-3.069040580403536751e+03
2.825197830502083320e+02,2.727207067228786252e-01,-2.201036615825178615e+03
2.247073506716547513e+02,2.269784269507472696e-01,-1.586740586825680339e+03
2.603138427129085812e+02,2.555122199187572218e-01,-1.955429706324476228e+03
3.743797346821301630e+02,3.216127502763466151e-01,-3.347751358367633202e+03
3.650959565744612974e+02,2.960465053190337037e-01,-3.050455641783801639e+03
2.113235655852301420e+02,2.156252559040807981e-01,-1.458122345259349004e+03
3.772817332526082055e+02,2.937134760373072973e-01,-3.238982590564568909e+03
2.909484918073131894e+02,2.768460681268720691e-01,-2.273141555494891236e+03
3.198055255702298041e+02,2.926404174931984681e-01,-2.568021009889793277e+03
3.548621855568010801e+02,3.051972465551249236e-01,-2.992472568505375875e+03
4.187228402224252477e+02,3.259738570317983197e-01,-4.132162030225700619e+03
