-3.045367815999262717e+01,-3.221010376998554392e+01,-2.242457120299275175e+03,3.906080792000000912e+01
2.025020827726783352e+02,2.252713180850452090e+02,1.708952254133534007e+04,-2.056990799050363989e+02
-5.939466606752944955e+01,-6.198965361387439543e+01,1.864045267120323501e+02,6.579993284048779856e+01
-5.917322559792568626e+01,-6.218093540880560255e+01,1.658358297352148440e+02,6.571367064660192625e+01
5.292079677054049114e+01,4.824257477238128189e+01,2.704897122400093849e+03,-8.769626309291024313e+01
1.190442714974859513e+02,1.268394410356892053e+02,9.394606152875794578e+03,-1.568595278710354819e+02
1.393470403132835997e+02,1.508482754885938846e+02,1.130130948060483024e+04,-1.706991715655804001e+02
1.808485750952515616e+02,1.998218826408011637e+02,1.511778976032293758e+04,-1.947145724774690905e+02
7.948833073142039041e+01,8.006942987431138192e+01,5.525454466195987152e+03,-1.220265473543726387e+02
1.302477904116493619e+02,1.400875548834733593e+02,1.045314050444266832e+04,-1.647628108954921800e+02
1.883353735466519367e+02,2.085872612828519550e+02,1.580783223901474776e+04,-1.987123862470451741e+02
1.982992315833660086e+02,2.203038634665052768e+02,1.671486678437941373e+04,-2.037432143728071594e+02
1.957435168676831552e+02,2.173035421228891266e+02,1.648234408194983916e+04,-2.024658838736131941e+02
1.550555360304986436e+02,1.693753995127697465e+02,1.276280285431609627e+04,-1.804951836221570431e+02
5.837955415607491005e+01,5.477278165292947421e+01,3.310135482701123692e+03,-9.625151072341512304e+01
-1.725660344281574510e+01,-1.961382804570600413e+01,-2.178118238200733686e+03,2.457266574205312892e+01
6.122654527297222415e+01,5.819482076913715929e+01,3.618982326399036538e+03,-1.003025704056807967e+02
-4.851067980953457948e+01,-5.075454298967877520e+01,1.367521196334566866e+02,5.414960338615358637e+01
5.441405825433585086e+00,3.964153430552993296e+00,-4.610384836060679277e+02,-4.620762935958756756e+00
1.495879213232580014e+02,1.629168083646983973e+02,1.226005178866179995e+04,-1.772677175098699820e+02
1.272541129535134274e+01,8.796287566363796273e+00,-1.721089975198101911e+03,-8.837090531955857031e+00
9.656059448763801356e+01,1.002328963134469433e+02,7.222126082410513845e+03,-1.387354701275748994e+02
-3.779412405739322622e+01,-3.924563332822012995e+01,-1.624523643706641451e+03,4.569608814563348176e+01
4.872699736116245361e+01,4.339385840890556523e+01,2.154795573683200473e+03,-7.954075625077841494e+01
2.532498438885784253e+01,1.792949333497136521e+01,-1.529447657531752647e+01,-2.634339019104814739e+01
4.039702258202795093e+01,3.606461846729331455e+01,5.170502178971723879e+02,-5.555062640077382241e+01
5.571838154600791349e+00,2.639891290118743683e+00,-6.902543548292429705e+02,-4.201229509402427453e+00
1.917969808948753325e+02,2.126954296324920790e+02,1.611626868109185671e+04,-2.003777430219940641e+02
-2.494915296492884593e+01,-2.694007710829701807e+01,-2.215638306371363797e+03,3.301297981517350166e+01
9.971847154329705631e+01,1.039706344133185922e+02,7.533195384932672823e+03,-1.415061599832289403e+02
2.014851647219083759e+02,2.240749489881643512e+02,1.699766273883557733e+04,-2.052087755540385103e+02
-1.193763607932225845e+01,-1.418266668981875966e+01,-1.227123904550305724e+03,1.660080036329036446e+01
3.877063210658025127e+01,3.131181952784385203e+01,1.019851806549621301e+03,-5.794534830107455292e+01
