1.0868371497,0.0016062241,0.0000000000
1.0014651894,0.0311288110,0.0000000000
0.0000000004,0.0000000000,1.0018931208
0.0183439890,1.0012957716,0.0000000000
0.0000000000,0.0000000006,1.0009296441
0.0000000000,0.0000000003,1.0483829204
0.9833486840,0.0900958573,0.1792960097
0.8998785653,0.0435640984,0.4442981652
0.5462507161,0.5950498058,0.6183307668
0.9101886588,0.2788184381,0.3161476646
0.1081081441,0.2595322093,0.9616062357
0.0536554883,0.9629486174,0.2829154099
0.9362963322,0.2490011102,0.2607965755
0.8698324746,0.5321477125,0.0315889810
0.3708845785,0.9022290100,0.2347409922
0.5963856547,0.6189780732,0.5215402441
0.8741169676,0.4957304707,0.0806097267
0.7324720590,0.4354304168,0.5331511250
0.1827963348,0.3290089511,0.9324831609
0.1985752384,0.9450036780,0.2905160919
0.4721720717,0.3419777113,0.8139684264
0.1277541264,0.3034458894,0.9518076148
1.0302571425,0.0006949375,0.0000000116
0.0367608317,0.8358674812,0.5610851300
0.4462332194,0.7986590560,0.4047727819
0.9521381034,0.2147934399,0.2504751839
0.0747201659,0.9523246351,0.3348531068
1.0720101443,0.0006133281,0.0000000000
0.3977603602,0.8188522279,0.4191459278
0.7592579590,0.6535123489,0.1260801411
0.1583907627,0.4429855255,0.8913918573
0.3494297770,0.3655038627,0.8782798991
0.2141248437,0.8582318700,0.4840653744
0.7180773544,0.6873067356,0.1202189575
0.3470319993,0.6950084947,0.6339428554
0.4123704358,0.8489293652,0.3558904603
0.8149316398,0.5110637572,0.2888226509
0.6184463881,0.3919285859,0.6928261822
0.0844472900,0.2025201126,0.9814868105
0.7921167505,0.5035216006,0.4285893451
0.0410478388,0.7546674849,0.6700296386
0.3886962709,0.9301473571,0.0543121489
0.4539165399,0.4757152529,0.7595461092
0.0179833957,0.9816129980,0.1954244552
0.4062419512,0.7062341835,0.6104512876
0.6060726922,0.4632107781,0.6590652784
0.4608822286,0.5678500331,0.6838655829
0.2569475336,0.5158808245,0.8359707424
0.9446897546,0.2260560612,0.2492677364
0.0000000001,0.0000000004,1.0055558190
0.2739818732,0.4809762779,0.8419642102
0.2627683879,0.4526703162,0.8645588472
0.3879337534,0.7883858712,0.4874394776
0.9648109283,0.2420686353,0.1287476074
0.6710671937,0.7344249223,0.2125781310
0.3308979717,0.8868846064,0.3799190942
0.9293649653,0.3755718508,0.1161816850
0.5248263367,0.3337793656,0.7859603431
0.2449700764,0.1416449344,0.9678468334
0.7976355238,0.1737168640,0.5862628744
0.4950844018,0.8927478444,0.0520768845
0.3224484472,0.6457744829,0.7032469626
0.4817623314,0.3020417815,0.8247830652
0.5119406708,0.5798936159,0.6405592435
0.8284721718,0.0117480467,0.5785844683
0.2404703157,0.4154368944,0.8813035561
0.4257733532,0.1008424646,0.9112814092
0.5633503770,0.0125346502,0.8282488676
0.8469140647,0.5386209103,0.0042125789
0.3066388847,0.8026005485,0.5213232493
0.6420953791,0.7622673427,0.0990203974
0.3917073441,0.9697733001,0.0439834532
0.8572126015,0.4861436422,0.2130859153
0.5065051609,0.9047369086,0.0000000117
0.0955985956,0.1029956635,0.9929742993
0.0010923165,0.8997760774,0.4443685089
0.2978930035,0.3209428692,0.9016350959
0.5933054180,0.1377806705,0.7974493466
0.3916856299,0.7960106947,0.4677882594
0.3635839158,0.3803091046,0.8690766404
0.4582639497,0.8201914101,0.3810905857
0.6523511411,0.1839631204,0.7410178752
0.5580533286,0.7515494376,0.3645808454
0.6785666013,0.7426323744,0.1919314790
0.8486901596,0.1936114038,0.5069425088
0.1417877972,0.2825192643,0.9558190503
0.6962410497,0.1103586677,0.7194282767
0.8396222301,0.2367735958,0.5096375157
0.5781318189,0.1342569733,0.8114705581
0.6908149510,0.0963399279,0.7334681694
1.0148142470,0.0043904547,0.1227381212
0.6442355619,0.1816745259,0.7469652668
0.7463839801,0.4054053079,0.5316185718
0.3135975226,0.8405153226,0.4729979529
0.5242943814,0.1478510948,0.8520250063
0.6140129905,0.2887903747,0.7418298902
0.7121427366,0.1525391514,0.6981930229
0.8540208415,0.1983254503,0.4942334355
0.4598587835,0.8276842978,0.3343174530
0.2897700705,0.8608338212,0.4367228063
