9.986274429847497854e-18,9.919226232691069622e-01,7.931650899245503705e-01,9.996933988277055816e-01,2.647228727811801741e-01,6.938656001001662632e-02,9.520830137941347360e-01,8.596311228549650130e-01,5.376227382205485128e-01
9.971671889354934981e-01,9.919226232691069622e-01,7.840044967843301515e-01,9.971858506232075259e-01,2.652486901131459462e-01,6.938656001001662632e-02,9.520830137941347360e-01,8.650891657940071866e-01,5.376227382205485128e-01
9.999999999999992228e-01,2.162845139730392718e-01,8.278865021873688113e-02,5.966938422603818015e-05,2.701712914861746362e-01,1.423041968913744404e-01,7.450665413148925831e-01,7.295879949019270505e-01,2.669477821595580558e-01
9.999999812003766975e-01,7.521540177616696798e-01,9.557763559714216317e-03,8.116055001930679025e-02,2.439969134838221587e-01,1.483336934336836888e-01,7.723508404177655828e-01,2.388999183055954267e-01,7.522856813507858842e-01
9.999999999868575129e-01,2.963890427738724020e-01,9.997862531711935175e-01,1.963906371518389649e-02,2.577534745097888602e-01,2.378047991817069939e-01,7.703428113739243521e-01,3.210237723972609869e-01,2.307365691951783759e-01
9.986274429847497854e-18,9.919226232691069622e-01,6.997080195465519292e-01,1.840710390457384049e-03,7.378519435946866434e-01,2.341245620171046871e-01,8.804185859098329070e-01,8.593764675411554865e-01,5.376062282971644235e-01
9.999999999205472223e-01,6.839226577365417059e-01,9.999999741995527769e-01,4.252534290646141357e-03,7.695244971510688536e-01,1.535311048385906152e-01,8.578505569609120585e-01,6.670907550817226639e-01,6.441794778169018798e-01
9.986274429847497854e-18,9.743149133561963549e-01,7.010440326390660060e-01,9.996933988277055816e-01,2.577200885666467434e-01,6.938656001001662632e-02,9.520194959676889779e-01,7.685361319523177359e-01,5.402455067367667452e-01
9.880771692384116012e-01,9.954586248754763167e-01,1.716324446919798019e-01,9.397491939546287476e-01,7.356707930109297466e-01,2.309393127586917838e-01,7.595690279833366976e-01,1.132047992845693629e-01,4.281247199904419376e-01
9.999999987508868537e-01,4.646333059575996627e-01,9.994477575937857905e-01,2.388520617968496566e-04,7.621488075070355084e-01,2.825213127435564631e-01,7.529430520359401413e-01,7.486989385495901317e-01,3.791007347204365385e-01
9.998660073717291485e-01,6.964997759263408250e-01,7.237714913335310252e-01,9.772952223245423564e-01,1.813387520458845659e-01,1.817886466635834919e-01,8.572917262843879893e-01,7.814914783194908399e-01,4.251105528397927658e-01
9.966511785609678542e-01,9.873956682354682046e-01,9.987992514762585872e-01,1.476148756814441021e-03,3.222722422792540509e-01,6.849993066003018383e-02,8.392759742512928556e-01,2.546941572497936068e-01,6.554329437993481333e-01
9.999999999524638028e-01,2.871380361639765399e-01,9.999996876286775249e-01,1.457045403761424163e-03,3.757928012918906324e-01,2.367394944708035576e-01,8.750945822273205055e-01,8.249048145341506544e-01,3.578067799076140032e-01
9.999999890326017882e-01,6.963205285027751490e-01,5.722792112274576182e-01,9.981491433302516203e-01,1.854269459048051572e-01,1.243226993833398686e-01,7.766328071680922429e-01,3.056033392799943904e-01,3.799031878723832523e-01
9.999999904908875026e-01,6.963992921220281129e-01,9.999999401080625905e-01,2.114517105538914199e-03,7.353985847044148816e-01,1.496567409432125462e-01,7.740716126683200304e-01,7.285202443488221213e-01,4.455109154250787573e-01
9.999999999999992228e-01,9.100363017793642317e-01,9.998135344821560411e-01,6.397339437218774183e-02,3.257626511612532472e-01,1.927815328794172944e-01,7.106162502455815044e-01,3.286047397608213849e-01,6.003892536978985284e-01
9.883824815202132408e-01,9.845391185661673816e-01,5.613040231057464524e-03,9.397491939546287476e-01,7.356707930109297466e-01,1.438003472822332318e-01,8.362090519130351840e-01,1.328773618230719433e-01,6.653531153312339796e-01
9.289890215361976677e-01,6.622398987031054861e-08,2.748269305597688230e-04,9.999999992052225339e-01,5.998172996486468289e-01,2.106120901364262610e-02,7.532089706745578317e-01,7.823334630622953423e-01,5.075291893757718498e-01
3.308665482266915866e-16,6.447785572898325596e-08,8.016653544013624400e-06,2.815725933051731189e-03,1.875824360518369704e-01,8.746719029005570190e-02,7.932104506458643733e-01,1.418759879306630833e-01,3.885919370218597901e-01
9.999999999999992228e-01,2.162845139730392718e-01,9.998633929716701507e-01,6.889611962989938831e-02,2.748130264713753990e-01,1.423041968913744404e-01,7.452187087911553709e-01,1.499046660854351787e-01,2.669477821595580558e-01
1.416954884881850910e-17,6.622398987031054861e-08,2.748269305597688230e-04,9.999999992052225339e-01,5.998172996486468289e-01,2.106120901364262610e-02,7.964129869372408299e-01,2.549652056445299020e-01,5.075291893757718498e-01
9.986274429847497854e-18,9.919226232691069622e-01,6.997080195465519292e-01,1.647561459267332662e-02,7.378519435946866434e-01,2.341245620171046871e-01,8.804185859098329070e-01,2.596354419276543646e-01,5.076259386312800270e-01
9.967285543043286067e-01,6.447785572898325596e-08,9.847412760291657241e-02,9.260224797289740017e-01,1.627778246494104297e-01,8.038485540667436591e-02,7.517269155349778353e-01,7.399185865369080073e-01,3.790586303005436530e-01
3.308665482266915866e-16,6.447785572898325596e-08,9.243229341807436550e-02,2.815725933051731189e-03,1.875824360518369704e-01,1.419392594558206988e-01,7.932104506458643733e-01,2.974423036117770369e-01,3.885919370218597901e-01
1.251918513113341631e-16,3.107605284747463176e-10,9.999995959960381597e-01,2.069984924380779967e-02,1.928295492259953781e-01,1.418408989903561512e-01,7.937970097171618278e-01,7.569587675100566404e-01,4.822798510277316875e-01
9.878110616922665121e-01,8.710180620455032496e-01,2.689675457828657468e-01,9.779497687500138259e-04,2.403032240628142913e-01,1.497082151911708903e-01,8.518439758795558481e-01,1.118889594450663549e-01,5.311174362698750651e-01
9.999999999868575129e-01,6.742321506435716705e-01,9.991955587965979380e-01,1.963906371518389649e-02,2.577534745097888602e-01,6.745592819806697782e-02,8.155909406194079558e-01,2.234565752834030694e-01,2.709306580620949312e-01
1.210085768923631519e-16,9.999999998500970211e-01,9.374163284936970486e-01,9.110167567087744667e-01,5.985248725262837244e-01,2.023981525969545947e-01,8.027878026602005557e-01,5.982255120625075140e-01,6.010863665983238180e-01
9.999999999275538398e-01,7.612988983420780897e-01,7.907153869853983386e-02,8.038065075374384305e-02,7.125773623335459606e-01,2.336698722159260555e-01,7.447041495945874168e-01,8.722503404582613307e-01,6.264912432171247936e-01
